,DMA Code,DMA Name,male_under_5,female_under_5,total_under_5,male_5_to_9,female_5_to_9,total_5_to_9,male_10_to_17,female_10_to_17,total_10_to_17,male_18_to_34,female_18_to_34,total_18_to_34,male_35_to_49,female_35_to_49,total_35_to_49,male_50_to_64,female_50_to_64,total_50_to_64,male_65_and_over,female_65_and_over,total_65_and_over
102,625,Waco-Temple-Bryan,523840.0,502691.0,1026531.0,518938.0,501265.0,1020203.0,860774.0,829646.0,1690420.0,1916619.0,1833452.0,3750071.0,1484028.0,1479923.0,2963951.0,1226855.0,1282952.0,2509807.0,786880.0,977729.0,1764609.0
103,626,Victoria,3274.0,3113.0,6387.0,2968.0,3330.0,6298.0,5679.0,4989.0,10668.0,10672.0,10333.0,21005.0,8044.0,8358.0,16402.0,7964.0,8473.0,16437.0,6543.0,8304.0,14847.0
104,627,Wichita Falls & Lawton,13535.0,13222.0,26757.0,13715.0,13849.0,27564.0,21764.0,21017.0,42781.0,58421.0,47056.0,105477.0,37199.0,35309.0,72508.0,38349.0,39322.0,77671.0,30479.0,37455.0,67934.0
105,628,Monroe-El Dorado,14828.0,14754.0,29582.0,15422.0,14926.0,30348.0,25249.0,24135.0,49384.0,57383.0,52588.0,109971.0,40550.0,41489.0,82039.0,41907.0,45131.0,87038.0,33731.0,44080.0,77811.0
106,630,Birmingham (Ann And Tusc),121436.0,116557.0,237993.0,122467.0,116654.0,239121.0,208805.0,200038.0,408843.0,434307.0,439970.0,874277.0,359966.0,383234.0,743200.0,381955.0,414937.0,796892.0,298509.0,387368.0,685877.0
107,631,Ottumwa-Kirksville,4182.0,3599.0,7781.0,3566.0,4359.0,7925.0,6208.0,5864.0,12072.0,14827.0,14685.0,29512.0,10233.0,9723.0,19956.0,12107.0,12231.0,24338.0,10802.0,13031.0,23833.0
108,632,Paducah-Cape Girard-Harsbg,64234.0,61113.0,125347.0,65737.0,60618.0,126355.0,106770.0,104387.0,211157.0,239318.0,225551.0,464869.0,186570.0,184591.0,371161.0,199824.0,209729.0,409553.0,163862.0,206208.0,370070.0
109,633,Odessa-Midland,20566.0,19616.0,40182.0,20173.0,19425.0,39598.0,30147.0,28338.0,58485.0,66964.0,58027.0,124991.0,51677.0,44144.0,95821.0,39880.0,38564.0,78444.0,25646.0,30722.0,56368.0
110,634,Amarillo,20326.0,18841.0,39167.0,21235.0,19730.0,40965.0,31821.0,30937.0,62758.0,69909.0,60858.0,130767.0,52540.0,47128.0,99668.0,46883.0,45758.0,92641.0,35488.0,43051.0,78539.0
111,635,Austin,73842.0,70286.0,144128.0,74112.0,71267.0,145379.0,123855.0,117373.0,241228.0,312700.0,300706.0,613406.0,262314.0,251986.0,514300.0,193396.0,199447.0,392843.0,125287.0,151303.0,276590.0
112,636,Harlingen-Wslco-Brnsvl-Mca,60321.0,58280.0,118601.0,59201.0,57627.0,116828.0,101874.0,98283.0,200157.0,167569.0,162133.0,329702.0,121846.0,129367.0,251213.0,88070.0,101502.0,189572.0,71860.0,90790.0,162650.0
113,637,Cedar Rapids-Wtrlo-Iwc&Dub,27709.0,27234.0,54943.0,28454.0,27136.0,55590.0,46852.0,44925.0,91777.0,111795.0,109453.0,221248.0,80620.0,78160.0,158780.0,85584.0,86912.0,172496.0,69136.0,84446.0,153582.0
114,638,St. Joseph,5119.0,4836.0,9955.0,5150.0,4581.0,9731.0,8528.0,8165.0,16693.0,18848.0,16203.0,35051.0,15487.0,13699.0,29186.0,16158.0,16049.0,32207.0,12173.0,15582.0,27755.0
115,639,"Jackson, Tn",7500.0,6924.0,14424.0,7573.0,7183.0,14756.0,13253.0,12741.0,25994.0,25214.0,26858.0,52072.0,21323.0,22505.0,43828.0,23905.0,26089.0,49994.0,19444.0,25241.0,44685.0
116,640,Memphis,228231.0,217627.0,445858.0,229872.0,222794.0,452666.0,395033.0,376146.0,771179.0,815989.0,803327.0,1619316.0,648457.0,674507.0,1322964.0,663980.0,719986.0,1383966.0,523830.0,667583.0,1191413.0
117,641,San Antonio,303644.0,289588.0,593232.0,318298.0,301089.0,619387.0,528016.0,513040.0,1041056.0,1037403.0,978757.0,2016160.0,871002.0,870523.0,1741525.0,743255.0,779320.0,1522575.0,535834.0,659314.0,1195148.0
118,642,"Lafayette, La",21347.0,20452.0,41799.0,21123.0,20142.0,41265.0,34406.0,33215.0,67621.0,70338.0,69973.0,140311.0,54342.0,56139.0,110481.0,55774.0,61136.0,116910.0,39075.0,49035.0,88110.0
119,643,Lake Charles,9653.0,9553.0,19206.0,9149.0,8955.0,18104.0,15446.0,14364.0,29810.0,32304.0,30180.0,62484.0,26290.0,24704.0,50994.0,24844.0,26557.0,51401.0,18202.0,22579.0,40781.0
120,644,"Alexandria, La",8405.0,8370.0,16775.0,8180.0,7273.0,15453.0,13334.0,13118.0,26452.0,32093.0,26370.0,58463.0,22562.0,21494.0,44056.0,21377.0,22704.0,44081.0,16225.0,20990.0,37215.0
121,647,Greenwood-Greenville,6534.0,5181.0,11715.0,5597.0,5522.0,11119.0,10103.0,9676.0,19779.0,21109.0,19398.0,40507.0,15528.0,15911.0,31439.0,15435.0,17804.0,33239.0,11879.0,16111.0,27990.0
122,648,Champaign&Sprngfld-Decatur,27707.0,26647.0,54354.0,28753.0,26316.0,55069.0,46336.0,45580.0,91916.0,118440.0,114384.0,232824.0,81868.0,82029.0,163897.0,89629.0,94610.0,184239.0,73170.0,93786.0,166956.0
123,649,Evansville,54724.0,52178.0,106902.0,57381.0,53717.0,111098.0,98197.0,94027.0,192224.0,193033.0,183954.0,376987.0,168016.0,167139.0,335155.0,182365.0,188049.0,370414.0,138292.0,170886.0,309178.0
124,650,Oklahoma City,113613.0,108849.0,222462.0,114914.0,112696.0,227610.0,188395.0,177172.0,365567.0,421909.0,405982.0,827891.0,315217.0,310238.0,625455.0,289943.0,305302.0,595245.0,216119.0,271727.0,487846.0
125,651,Lubbock,17042.0,15370.0,32412.0,16495.0,15949.0,32444.0,26926.0,26972.0,53898.0,70637.0,64086.0,134723.0,41300.0,39994.0,81294.0,36513.0,38199.0,74712.0,27288.0,34439.0,61727.0
126,652,Omaha,40830.0,38779.0,79609.0,41752.0,39954.0,81706.0,66603.0,62039.0,128642.0,131833.0,126344.0,258177.0,109611.0,107252.0,216863.0,105822.0,108881.0,214703.0,76211.0,94935.0,171146.0
127,656,Panama City,10797.0,10291.0,21088.0,10750.0,10664.0,21414.0,18589.0,17473.0,36062.0,46767.0,35926.0,82693.0,40774.0,33475.0,74249.0,41984.0,42222.0,84206.0,33949.0,39141.0,73090.0
128,657,Sherman-Ada,11581.0,10969.0,22550.0,11621.0,11199.0,22820.0,19346.0,18688.0,38034.0,37617.0,36885.0,74502.0,30301.0,31042.0,61343.0,32670.0,34883.0,67553.0,28564.0,35269.0,63833.0
129,658,Green Bay-Appleton,141515.0,134457.0,275972.0,148049.0,142009.0,290058.0,249158.0,235990.0,485148.0,546996.0,524720.0,1071716.0,440895.0,433918.0,874813.0,489462.0,500883.0,990345.0,365232.0,439571.0,804803.0
130,659,Nashville,158365.0,151278.0,309643.0,156033.0,152238.0,308271.0,261251.0,249214.0,510465.0,578603.0,571923.0,1150526.0,455358.0,471980.0,927338.0,436162.0,473167.0,909329.0,310252.0,395212.0,705464.0
131,661,San Angelo,90132.0,86696.0,176828.0,88569.0,86806.0,175375.0,153056.0,144099.0,297155.0,307294.0,287826.0,595120.0,211404.0,213650.0,425054.0,186758.0,199525.0,386283.0,152060.0,187196.0,339256.0
132,662,Abilene-Sweetwater,9943.0,9798.0,19741.0,10345.0,8941.0,19286.0,17261.0,16452.0,33713.0,41951.0,35303.0,77254.0,28197.0,25278.0,53475.0,27873.0,28210.0,56083.0,24240.0,29570.0,53810.0
133,669,Madison,29457.0,27615.0,57072.0,29671.0,29066.0,58737.0,51434.0,48073.0,99507.0,131110.0,122832.0,253942.0,96112.0,92740.0,188852.0,96929.0,99544.0,196473.0,72645.0,87311.0,159956.0
134,670,Ft. Smith-Fay-Sprngdl-Rgrs,30461.0,28510.0,58971.0,31121.0,29970.0,61091.0,50550.0,48300.0,98850.0,107785.0,103683.0,211468.0,85305.0,83784.0,169089.0,76418.0,79395.0,155813.0,57961.0,71480.0,129441.0
135,671,Tulsa,68972.0,65395.0,134367.0,71553.0,67641.0,139194.0,117218.0,112611.0,229829.0,241147.0,226840.0,467987.0,190967.0,189918.0,380885.0,195732.0,205435.0,401167.0,158741.0,194595.0,353336.0
136,673,Columbus-Tupelo-West Point,15051.0,15073.0,30124.0,15678.0,15728.0,31406.0,26364.0,25795.0,52159.0,57919.0,57043.0,114962.0,41723.0,45328.0,87051.0,44416.0,48681.0,93097.0,35594.0,47173.0,82767.0
137,675,Peoria-Bloomington,56105.0,53097.0,109202.0,57960.0,55754.0,113714.0,97305.0,92325.0,189630.0,194054.0,188567.0,382621.0,167083.0,164009.0,331092.0,169686.0,175150.0,344836.0,130834.0,164289.0,295123.0
138,676,Duluth-Superior,32393.0,30949.0,63342.0,36630.0,32758.0,69388.0,59477.0,57907.0,117384.0,118109.0,107747.0,225856.0,104315.0,99555.0,203870.0,121921.0,121686.0,243607.0,99248.0,112097.0,211345.0
139,678,Wichita-Hutchinson Plus,137055.0,129208.0,266263.0,144968.0,135831.0,280799.0,230233.0,222119.0,452352.0,485352.0,451030.0,936382.0,368657.0,359363.0,728020.0,378515.0,389425.0,767940.0,293516.0,359767.0,653283.0
140,679,Des Moines-Ames,38447.0,36818.0,75265.0,40134.0,37624.0,77758.0,63857.0,61117.0,124974.0,144429.0,134741.0,279170.0,110561.0,107970.0,218531.0,108748.0,110859.0,219607.0,82448.0,103145.0,185593.0
141,682,Davenport-R.Island-Moline,22743.0,21715.0,44458.0,23764.0,21760.0,45524.0,39840.0,39435.0,79275.0,77174.0,73903.0,151077.0,68296.0,66850.0,135146.0,76659.0,78134.0,154793.0,66224.0,80861.0,147085.0
142,686,Mobile-Pensacola (Ft Walt),46140.0,44257.0,90397.0,44174.0,43289.0,87463.0,77416.0,73682.0,151098.0,176358.0,162320.0,338678.0,131619.0,134872.0,266491.0,141904.0,153666.0,295570.0,113452.0,140744.0,254196.0
143,687,Bismarck-Mnt-Dcknsn(Wlstn),52550.0,48932.0,101482.0,49616.0,48100.0,97716.0,76621.0,73307.0,149928.0,209532.0,183200.0,392732.0,139339.0,127647.0,266986.0,140428.0,140402.0,280830.0,113713.0,130892.0,244605.0
144,691,Huntsville-Decatur (Flor),103988.0,100479.0,204467.0,104784.0,100020.0,204804.0,176803.0,172547.0,349350.0,387712.0,392150.0,779862.0,303098.0,321412.0,624510.0,319011.0,346765.0,665776.0,238166.0,310464.0,548630.0
145,692,Beaumont-Port Arthur,15709.0,14788.0,30497.0,15752.0,15138.0,30890.0,25323.0,24583.0,49906.0,56152.0,48397.0,104549.0,44661.0,41166.0,85827.0,44374.0,45139.0,89513.0,33102.0,40858.0,73960.0
146,693,Little Rock-Pine Bluff,45283.0,43105.0,88388.0,46300.0,44955.0,91255.0,77684.0,74663.0,152347.0,165305.0,163438.0,328743.0,131938.0,136903.0,268841.0,138378.0,147748.0,286126.0,114470.0,144219.0,258689.0
147,698,Montgomery-Selma,19369.0,18820.0,38189.0,20477.0,19383.0,39860.0,32070.0,30426.0,62496.0,70164.0,73103.0,143267.0,52514.0,59860.0,112374.0,57268.0,64829.0,122097.0,45141.0,60088.0,105229.0
148,702,La Crosse-Eau Claire,16436.0,15894.0,32330.0,17285.0,16502.0,33787.0,28876.0,27403.0,56279.0,67368.0,65438.0,132806.0,49164.0,45996.0,95160.0,56822.0,55619.0,112441.0,45650.0,52415.0,98065.0
149,705,Wausau-Rhinelander,11709.0,11252.0,22961.0,12578.0,12245.0,24823.0,22273.0,20667.0,42940.0,44648.0,41170.0,85818.0,38443.0,36667.0,75110.0,51465.0,50784.0,102249.0,43694.0,48743.0,92437.0
150,709,Tyler-Longview(Lfkn&Ncgd),25469.0,23770.0,49239.0,25169.0,25069.0,50238.0,43256.0,40634.0,83890.0,87120.0,84503.0,171623.0,66380.0,67315.0,133695.0,68946.0,72759.0,141705.0,60125.0,73647.0,133772.0
151,710,Hattiesburg-Laurel,9774.0,9635.0,19409.0,9669.0,8963.0,18632.0,17341.0,16610.0,33951.0,33556.0,36227.0,69783.0,26348.0,28297.0,54645.0,26761.0,28507.0,55268.0,20345.0,26503.0,46848.0
152,711,Meridian,5330.0,5337.0,10667.0,5668.0,5718.0,11386.0,9714.0,9536.0,19250.0,19710.0,19499.0,39209.0,14638.0,16072.0,30710.0,15740.0,18179.0,33919.0,13696.0,17976.0,31672.0
153,716,Baton Rouge,14150.0,13611.0,27761.0,14946.0,13988.0,28934.0,23833.0,23940.0,47773.0,46361.0,45401.0,91762.0,41752.0,42407.0,84159.0,39925.0,41366.0,81291.0,27721.0,34244.0,61965.0
154,717,Quincy-Hannibal-Keokuk,194401.0,185373.0,379774.0,186473.0,181175.0,367648.0,319734.0,307008.0,626742.0,773712.0,770014.0,1543726.0,609513.0,617623.0,1227136.0,575883.0,613729.0,1189612.0,413868.0,555860.0,969728.0
155,718,"Jackson, Ms",70237.0,67024.0,137261.0,72769.0,72054.0,144823.0,124441.0,118791.0,243232.0,241481.0,249701.0,491182.0,198260.0,215461.0,413721.0,199358.0,223286.0,422644.0,149253.0,196214.0,345467.0
156,722,Lincoln & Hastings-Krny,24543.0,22711.0,47254.0,24722.0,23100.0,47822.0,39987.0,38697.0,78684.0,91550.0,85879.0,177429.0,65525.0,62106.0,127631.0,67957.0,68241.0,136198.0,57465.0,69406.0,126871.0
157,724,Fargo,33267.0,31243.0,64510.0,32118.0,31383.0,63501.0,50725.0,47782.0,98507.0,126687.0,115426.0,242113.0,86618.0,81125.0,167743.0,95988.0,93685.0,189673.0,78488.0,91332.0,169820.0
158,725,Sioux Falls(Mitchell),54386.0,53503.0,107889.0,56390.0,54276.0,110666.0,85784.0,81586.0,167370.0,180815.0,166950.0,347765.0,138850.0,130157.0,269007.0,147149.0,146490.0,293639.0,119124.0,138821.0,257945.0
159,734,Jonesboro,7554.0,6711.0,14265.0,7140.0,7159.0,14299.0,12554.0,11447.0,24001.0,25883.0,25332.0,51215.0,20117.0,20325.0,40442.0,19099.0,20716.0,39815.0,15962.0,20651.0,36613.0
160,736,Bowling Green,7378.0,7172.0,14550.0,6945.0,6611.0,13556.0,12209.0,12114.0,24323.0,29287.0,28727.0,58014.0,20440.0,20942.0,41382.0,20668.0,21929.0,42597.0,15263.0,19023.0,34286.0
161,737,Mankato,10477.0,9498.0,19975.0,11461.0,10496.0,21957.0,17968.0,17003.0,34971.0,37508.0,35919.0,73427.0,28866.0,27865.0,56731.0,28779.0,29029.0,57808.0,21889.0,25459.0,47348.0
162,740,North Platte,68326.0,64582.0,132908.0,69007.0,65597.0,134604.0,111092.0,105236.0,216328.0,231047.0,220389.0,451436.0,180228.0,174537.0,354765.0,179171.0,182062.0,361233.0,138815.0,170261.0,309076.0
163,743,Anchorage,20642.0,19959.0,40601.0,20889.0,20102.0,40991.0,32217.0,29642.0,61859.0,75459.0,65511.0,140970.0,54703.0,51094.0,105797.0,55167.0,51655.0,106822.0,33079.0,34127.0,67206.0
164,744,Honolulu,45683.0,42495.0,88178.0,43219.0,41130.0,84349.0,66751.0,62968.0,129719.0,172219.0,151897.0,324116.0,134111.0,130926.0,265037.0,131604.0,135437.0,267041.0,118409.0,142789.0,261198.0
165,745,Fairbanks,4164.0,3907.0,8071.0,3729.0,3860.0,7589.0,5115.0,4770.0,9885.0,18977.0,13551.0,32528.0,9960.0,8700.0,18660.0,9118.0,8267.0,17385.0,5810.0,5438.0,11248.0
166,746,Biloxi-Gulfport,11716.0,10934.0,22650.0,12040.0,11536.0,23576.0,21068.0,19293.0,40361.0,41975.0,40926.0,82901.0,33731.0,36095.0,69826.0,34332.0,36808.0,71140.0,26025.0,30844.0,56869.0
167,747,Juneau,970.0,919.0,1889.0,1211.0,836.0,2047.0,1561.0,1538.0,3099.0,4210.0,3689.0,7899.0,3465.0,3473.0,6938.0,3579.0,3404.0,6983.0,2133.0,2411.0,4544.0
168,749,Laredo,13775.0,13036.0,26811.0,12912.0,12334.0,25246.0,21507.0,21569.0,43076.0,36467.0,35423.0,71890.0,26554.0,27988.0,54542.0,18552.0,21214.0,39766.0,12035.0,15724.0,27759.0
169,751,Denver,134403.0,129437.0,263840.0,142399.0,137013.0,279412.0,238683.0,225398.0,464081.0,596569.0,554309.0,1150878.0,483189.0,456968.0,940157.0,416764.0,426516.0,843280.0,288445.0,341197.0,629642.0
170,752,Colorado Springs-Pueblo,31792.0,30521.0,62313.0,32574.0,31658.0,64232.0,53992.0,51271.0,105263.0,138205.0,115239.0,253444.0,96195.0,90348.0,186543.0,91660.0,95774.0,187434.0,69422.0,82726.0,152148.0
171,753,Phoenix (Prescott),175768.0,167710.0,343478.0,181078.0,173746.0,354824.0,312286.0,300326.0,612612.0,677807.0,636392.0,1314199.0,535210.0,527397.0,1062607.0,494038.0,528232.0,1022270.0,446485.0,522432.0,968917.0
172,754,Butte-Bozeman,5314.0,4777.0,10091.0,5000.0,5262.0,10262.0,8682.0,7839.0,16521.0,28833.0,24069.0,52902.0,18617.0,16657.0,35274.0,18171.0,17816.0,35987.0,15329.0,15979.0,31308.0
173,755,Great Falls,6066.0,5566.0,11632.0,6032.0,5444.0,11476.0,8751.0,8395.0,17146.0,18988.0,17207.0,36195.0,13912.0,13412.0,27324.0,16190.0,16859.0,33049.0,14662.0,16545.0,31207.0
174,756,Billings,8810.0,8150.0,16960.0,9347.0,9366.0,18713.0,15883.0,14464.0,30347.0,29167.0,28801.0,57968.0,25689.0,25563.0,51252.0,28688.0,29980.0,58668.0,25788.0,29338.0,55126.0
175,757,Boise,26712.0,25512.0,52224.0,28483.0,28142.0,56625.0,51529.0,47830.0,99359.0,97881.0,91194.0,189075.0,83197.0,80634.0,163831.0,73965.0,76555.0,150520.0,59197.0,67514.0,126711.0
176,758,Idaho Fals-Pocatllo(Jcksn),15442.0,14492.0,29934.0,16194.0,15242.0,31436.0,25574.0,24079.0,49653.0,49751.0,47712.0,97463.0,36017.0,35176.0,71193.0,32165.0,31460.0,63625.0,25739.0,28394.0,54133.0
177,759,Cheyenne-Scottsbluff,4935.0,4740.0,9675.0,5112.0,4532.0,9644.0,8040.0,8192.0,16232.0,18435.0,16109.0,34544.0,13846.0,13260.0,27106.0,14481.0,14885.0,29366.0,12206.0,14395.0,26601.0
178,760,Twin Falls,7233.0,7003.0,14236.0,7907.0,7630.0,15537.0,13041.0,12452.0,25493.0,21422.0,20643.0,42065.0,18160.0,17413.0,35573.0,17269.0,17505.0,34774.0,14403.0,16206.0,30609.0
179,762,Missoula,8393.0,7963.0,16356.0,8705.0,7386.0,16091.0,15517.0,15479.0,30996.0,35046.0,33757.0,68803.0,28314.0,27567.0,55881.0,30842.0,33391.0,64233.0,30153.0,31816.0,61969.0
180,764,Rapid City,8482.0,7778.0,16260.0,9234.0,7912.0,17146.0,13979.0,14413.0,28392.0,30174.0,27277.0,57451.0,22826.0,21856.0,44682.0,26819.0,28093.0,54912.0,23987.0,26369.0,50356.0
181,765,El Paso (Las Cruces),56063.0,54019.0,110082.0,57144.0,55382.0,112526.0,100810.0,97403.0,198213.0,211955.0,194997.0,406952.0,148539.0,151954.0,300493.0,139383.0,156357.0,295740.0,116904.0,143467.0,260371.0
182,766,Helena,9337.0,8834.0,18171.0,9678.0,9445.0,19123.0,16613.0,14881.0,31494.0,30635.0,29161.0,59796.0,27165.0,27097.0,54262.0,34118.0,35286.0,69404.0,32960.0,34979.0,67939.0
183,767,Casper-Riverton,4845.0,4710.0,9555.0,4990.0,5097.0,10087.0,8315.0,7503.0,15818.0,15584.0,15099.0,30683.0,13413.0,13209.0,26622.0,14487.0,14135.0,28622.0,11688.0,13028.0,24716.0
184,770,Salt Lake City,133871.0,126876.0,260747.0,140686.0,135934.0,276620.0,226858.0,211771.0,438629.0,438544.0,419199.0,857743.0,326095.0,314021.0,640116.0,240269.0,243824.0,484093.0,175246.0,199441.0,374687.0
185,771,Yuma-El Centro,14851.0,14627.0,29478.0,13824.0,13704.0,27528.0,24829.0,23283.0,48112.0,55352.0,43103.0,98455.0,33921.0,31412.0,65333.0,29324.0,30535.0,59859.0,29745.0,34001.0,63746.0
186,773,Grand Junction-Montrose,5571.0,5309.0,10880.0,6080.0,5962.0,12042.0,9765.0,9300.0,19065.0,21371.0,20069.0,41440.0,16996.0,16937.0,33933.0,18569.0,19886.0,38455.0,18027.0,21400.0,39427.0
187,789,Tucson (Sierra Vista),34669.0,33377.0,68046.0,35164.0,35797.0,70961.0,60721.0,56422.0,117143.0,151270.0,140247.0,291517.0,101681.0,102007.0,203688.0,103646.0,114755.0,218401.0,110531.0,131225.0,241756.0
188,790,Albuquerque-Santa Fe,63396.0,60731.0,124127.0,67453.0,64937.0,132390.0,117822.0,112810.0,230632.0,248369.0,227722.0,476091.0,190897.0,190738.0,381635.0,200298.0,216242.0,416540.0,176507.0,208714.0,385221.0
189,798,Glendive,287.0,310.0,597.0,288.0,269.0,557.0,503.0,457.0,960.0,1043.0,866.0,1909.0,1070.0,746.0,1816.0,1049.0,1016.0,2065.0,1020.0,1062.0,2082.0
190,801,Eugene,15864.0,14759.0,30623.0,16881.0,14588.0,31469.0,27824.0,27449.0,55273.0,82388.0,78531.0,160919.0,54499.0,54471.0,108970.0,59170.0,65154.0,124324.0,61741.0,70788.0,132529.0
191,802,Eureka,4365.0,4416.0,8781.0,4664.0,4677.0,9341.0,7129.0,6697.0,13826.0,21388.0,20050.0,41438.0,16390.0,14083.0,30473.0,14853.0,15870.0,30723.0,13494.0,15717.0,29211.0
192,803,Los Angeles,766220.0,730344.0,1496564.0,759562.0,731752.0,1491314.0,1311141.0,1249875.0,2561016.0,3137758.0,3014463.0,6152221.0,2485296.0,2494827.0,4980123.0,2282823.0,2387614.0,4670437.0,1569135.0,1991137.0,3560272.0
193,807,San Francisco-Oak-San Jose,209391.0,199397.0,408788.0,214161.0,200662.0,414823.0,347951.0,336590.0,684541.0,908965.0,855090.0,1764055.0,793354.0,775789.0,1569143.0,707101.0,721357.0,1428458.0,511089.0,639461.0,1150550.0
194,810,Yakima-Pasco-Rchlnd-Knnwck,27440.0,26438.0,53878.0,28830.0,27883.0,56713.0,46446.0,44706.0,91152.0,92201.0,84728.0,176929.0,67864.0,64548.0,132412.0,62330.0,62549.0,124879.0,49300.0,56408.0,105708.0
195,811,Reno,20884.0,19936.0,40820.0,21405.0,20693.0,42098.0,36490.0,34288.0,70778.0,89367.0,76589.0,165956.0,69666.0,62960.0,132626.0,74670.0,73413.0,148083.0,63624.0,67917.0,131541.0
196,813,Medford-Klamath Falls,12058.0,11445.0,23503.0,12414.0,12575.0,24989.0,21671.0,19880.0,41551.0,43277.0,41461.0,84738.0,37283.0,37596.0,74879.0,44010.0,48269.0,92279.0,49525.0,56321.0,105846.0
197,819,Seattle-Tacoma,163690.0,155532.0,319222.0,164499.0,157011.0,321510.0,254592.0,244457.0,499049.0,686859.0,630383.0,1317242.0,554469.0,536364.0,1090833.0,508255.0,522035.0,1030290.0,373665.0,451576.0,825241.0
198,820,"Portland, Or",100722.0,95136.0,195858.0,105086.0,102261.0,207347.0,176216.0,166276.0,342492.0,397333.0,387132.0,784465.0,355565.0,350854.0,706419.0,318552.0,330547.0,649099.0,250399.0,302329.0,552728.0
199,821,"Bend, Or",4908.0,4749.0,9657.0,5679.0,5871.0,11550.0,9191.0,7977.0,17168.0,19647.0,19078.0,38725.0,19079.0,18952.0,38031.0,18169.0,20310.0,38479.0,18182.0,19957.0,38139.0
200,825,San Diego,105373.0,100381.0,205754.0,98100.0,93407.0,191507.0,163959.0,157030.0,320989.0,475100.0,413629.0,888729.0,330959.0,322361.0,653320.0,292380.0,303554.0,595934.0,208641.0,259096.0,467737.0
201,828,Monterey-Salinas,24640.0,23854.0,48494.0,25562.0,23821.0,49383.0,42369.0,41234.0,83603.0,99914.0,93558.0,193472.0,74322.0,68609.0,142931.0,68496.0,69529.0,138025.0,51334.0,60452.0,111786.0
202,839,Las Vegas,72037.0,69219.0,141256.0,73327.0,70533.0,143860.0,122869.0,117416.0,240285.0,266437.0,258370.0,524807.0,234272.0,231867.0,466139.0,207666.0,210579.0,418245.0,161279.0,183686.0,344965.0
203,855,Santabarbra-Sanmar-Sanluob,364897.0,348856.0,713753.0,364322.0,348052.0,712374.0,623214.0,594314.0,1217528.0,1546888.0,1491652.0,3038540.0,1201986.0,1200019.0,2402005.0,1071732.0,1127406.0,2199138.0,722880.0,933020.0,1655900.0
204,862,Sacramnto-Stkton-Modesto,126827.0,121335.0,248162.0,132607.0,128132.0,260739.0,223472.0,211798.0,435270.0,466023.0,450766.0,916789.0,369484.0,371037.0,740521.0,346003.0,368453.0,714456.0,260554.0,325367.0,585921.0
205,866,Fresno-Visalia,81132.0,76908.0,158040.0,83490.0,81099.0,164589.0,137656.0,131160.0,268816.0,266042.0,249459.0,515501.0,191100.0,184107.0,375207.0,160178.0,162800.0,322978.0,112091.0,134932.0,247023.0
206,868,Chico-Redding,15311.0,14215.0,29526.0,15816.0,14689.0,30505.0,25578.0,24648.0,50226.0,61236.0,58351.0,119587.0,42677.0,42437.0,85114.0,48549.0,51914.0,100463.0,46466.0,54354.0,100820.0
207,881,Spokane,36057.0,34554.0,70611.0,39546.0,36014.0,75560.0,61334.0,59531.0,120865.0,143429.0,135216.0,278645.0,105129.0,102876.0,208005.0,113453.0,119584.0,233037.0,102856.0,114921.0,217777.0
