,DMA Code,DMA Name,total_one_bed,total_one_bed_with_cash_rent,0_299,300_499,500_749,750_999,1000_1499,1500_more
0,500,Portland-Auburn,6267.883362177978,6128.511321812006,573.1545639830404,811.8950712851156,1130.4119054821354,1461.8952458406686,1878.656170191664,272.4983650293819
1,501,New York,88665.20874344019,87035.3842740802,5134.840209177508,4292.94229681435,4079.348447926447,7813.57915648329,28204.163614764664,37510.510548913946
2,502,Binghamton,4568.314919020308,4450.171824838581,412.79103091296037,711.3823299546706,2291.4413092618643,739.7545780278709,148.40091861150188,146.40165806971348
3,503,Macon,1948.3563480924586,1912.5613130942909,240.5487650071963,245.97247525991617,675.5575614814551,516.5256176453936,166.96273864757188,66.99415505275799
4,504,Philadelphia,29640.97527386072,29307.050555933085,2181.922530287191,1628.247922872521,3171.0008129279768,7781.865838118541,9879.462179241953,4664.551272484902
5,505,Detroit,31207.38911403004,30794.416879781238,3162.5674936365494,2548.954797759327,8188.647475898466,10314.663182175187,4775.205483120565,1804.3784471911436
6,506,Boston (Manchester),38799.22405387873,38183.2650766233,4100.31038258309,3839.0340834379676,2642.962265907614,3959.5327074824304,9092.558377650565,14548.867259561635
7,507,Savannah,17139.180942282714,16946.96268110413,1202.9429783267337,771.2310796536938,1257.2052404621381,3014.47271669262,7702.012560965028,2999.0981050039154
8,508,Pittsburgh,31840.56826779036,31423.45420725237,3034.2884535442035,3373.4049528877667,8765.018463863464,8650.045987373114,5752.954223873272,1847.742125710544
9,509,Ft. Wayne,6435.8965055869685,6368.538351613121,487.2521551651842,777.2039400382704,2314.1199292098504,1635.5193002835535,979.2718476890409,175.17117922722193
10,510,Cleveland-Akron (Canton),25874.46525995029,25425.38741888112,3387.9031549859155,2688.9416101477495,10193.52109628599,5701.411295074132,2384.4678488813474,1069.142413505988
11,511,"Washington, Dc (Hagrstwn)",21349.806826016043,21086.643100688594,848.250869361904,715.1992359321438,737.8521503071964,1261.4809683786757,7044.017219874291,10479.842656834386
12,512,Baltimore,19681.886042190603,19470.576663003616,1640.2444566167287,1251.0194313598704,1407.7626721244967,3544.0872711114953,8219.11927851184,3408.3435532791873
13,513,Flint-Saginaw-Bay City,5726.939759630939,5630.818324151775,731.5698622722132,827.1420227991808,2772.101292470769,894.7475049345919,199.5869735590507,205.67066811596885
14,514,Buffalo,35390.54538055087,34948.853496221345,3150.92132746237,2729.702452314034,6414.367001686341,9473.050436574855,8850.373070389107,4330.439207794641
15,515,Cincinnati,19637.870510307046,19389.01310633546,1648.9010850795512,2251.589416614295,8030.236239119785,4633.963891747437,2046.345869628539,777.9766041458536
16,516,Erie,6361.12954062927,6235.474802438815,741.3250795539932,1275.1344374234086,2744.9398112893546,912.8127316647588,396.7188856893587,164.54385681794113
17,517,Charlotte,16515.302157107486,16437.890613362368,438.5337955289769,501.4955371854935,1925.2246855689455,4196.841574913598,7680.234129364884,1695.5608908004697
18,518,Greensboro-H.Point-W.Salem,7804.535380859498,7681.521166659994,729.0536165023121,828.0850384322431,2586.521883922946,2540.2366254861954,857.2230802934198,140.40092202287894
19,519,"Charleston, Sc",6838.637533517301,6657.078340688783,298.6228862804504,229.73049105897852,783.5817941508715,1349.4359479088785,3150.6443818438506,845.0628394457532
20,520,Augusta-Aiken,4175.533170936422,4075.40905092876,278.7428035017206,359.1674454974316,853.5323809127098,1230.946367789475,1132.7534222081672,220.26663101925527
21,521,Providence-New Bedford,20565.895697918513,20123.073162095592,3547.5035997184627,2947.6883595634818,2939.4204548889365,5335.147487599463,4035.0551070600873,1318.2581532651614
22,522,"Columbus, Ga (Opelika, Al)",3272.65700072059,3244.8816608083466,175.3233251350684,455.6334208416359,1236.049514362751,955.1257988233742,372.04107533720577,50.70852630831114
23,523,Burlington-Plattsburgh,2646.9488948926346,2596.0061088425437,245.69304358082871,275.5395305470211,513.0204126108619,704.113755005982,627.5905828563726,230.04878424147788
24,524,Atlanta,14991.34413184485,14860.967710222616,819.4989079957926,575.9989464618867,1071.7632521105195,2946.231049496714,7274.603841729829,2172.8717124278737
25,525,"Albany, Ga",776.2819497185558,740.1435402141663,82.55345242310652,193.09854821182188,350.16059048340026,81.36046838178733,28.592708091673888,4.377772622376341
26,526,Utica,1495.3160605754924,1444.4310960078683,196.07299573802737,252.32376491059944,590.7951731268756,239.66706176077474,125.37613169243185,40.1959687791592
27,527,Indianapolis,17114.106408904387,16881.296954290636,1094.1960286643452,933.6024613564357,5482.1534470409515,6254.318593246976,2476.711662616431,640.3147613654992
28,528,Miami-Ft. Lauderdale,101432.97042709432,100074.07348222652,6689.690269912499,3991.5543343994777,5180.161004230841,18907.991431181184,43431.88633028848,21872.79011221405
29,529,Louisville,15315.3814460635,15169.152292651917,1813.3271615218596,1614.077487406377,4368.913962535558,4666.601962476846,2450.0001377493672,256.2315809619083
30,530,Tallahassee-Thomasville,5291.821846720993,5227.417184632375,178.11516052743787,409.5776445382536,1104.5861787239903,2275.0863919131143,1193.2768293877896,66.77497954178905
31,531,"Tri-Cities, Tn-Va",1877.0827815303135,1744.053946591636,211.2242585683139,433.9918027766302,772.6328491020197,243.199348913705,50.04632538936811,32.95936184159941
32,532,Albany-Schenectady-Troy,7482.8746317955065,7385.103987748701,607.6904535932129,605.9081601060197,1368.5809087778794,2300.1273307561432,1948.6402490190858,554.1568854963599
33,533,Hartford & New Haven,27866.38879342087,27368.381164271545,2624.0865022772073,2403.4468299391947,3034.711262819168,7276.231065822926,9343.534203422912,2686.371299990138
34,534,Orlando-Daytona Bch-Melbrn,20127.40873896504,19762.965718727417,564.9408712241801,739.6247071481188,2043.8861008930212,5284.624815202968,9309.292139648695,1820.597084610433
35,535,"Columbus, Oh",30424.253441579316,30129.758392968586,2216.562514256689,1461.697448250388,7751.8814156067665,9911.639243904312,7737.485987242217,1050.4917837082173
36,536,Youngstown,4351.7244364522985,4263.765366538199,662.3925033053451,1126.517930034388,2023.265810632987,258.98383775945206,82.08698794466063,110.51829686136594
37,537,Bangor,3169.4403795215985,3049.3634261271754,465.11035859806526,453.0835695200338,1003.8951881669013,887.2556525418325,165.06763343824076,74.95102386210175
38,538,"Rochester, Ny",125251.69449422199,122849.8429558254,6749.891061392602,5783.34924716185,6054.924635278056,10860.632077250108,33992.05282170524,59408.99311303753
39,539,Tampa-St. Pete (Sarasota),27055.979557906896,26682.972075571368,1333.9375206534921,1134.5500941063326,4073.6404660254466,8195.942381318659,9128.645947883137,2816.2556655843014
40,540,Traverse City-Cadillac,28145.375783196418,27728.674029252903,4128.593614994058,3249.842790613304,9252.546549169465,6804.027745051402,3165.0497714963703,1128.6135579283077
41,541,Lexington,4097.425831112089,4032.121693558623,286.0494255352012,353.44452243647095,1595.2299311987986,1329.4145429132009,358.8414750891938,109.14179638575774
42,542,Dayton,10050.182399257383,9925.26761151723,1290.420689740912,1653.434876589255,4618.879102226201,1595.5887629088136,512.807435310889,254.13674474116067
43,543,Springfield-Holyoke,13253.086360493431,13011.431161126755,2660.5158323753785,1985.0550593597764,1822.1243212600048,4118.9862226338755,1972.5071170174233,452.2426084802952
44,544,Norfolk-Portsmth-Newpt Nws,3972.196314614454,3933.699037041316,229.1248595461074,197.503693427664,324.90399976439994,1031.6859507595836,1510.1102829239783,640.370250619583
45,545,Greenville-N.Bern-Washngtn,2589.6681432641853,2541.717110562684,268.67579027914786,413.65189946913387,1137.2325604420992,480.63967353504535,230.14468088747424,11.37250594978346
46,546,"Columbia, Sc",5536.4725927532345,5438.662479579098,383.8511064252691,453.7348029511843,1193.2522943549145,2091.0823476486503,1184.060174336024,132.6817538630565
47,547,Toledo,8371.374149543866,8282.88172904766,1163.3290192400602,1428.9759447144304,3954.3128314434307,1351.9204118945445,305.1886653214729,79.1548564337208
48,548,West Palm Beach-Ft. Pierce,5496.277387754696,5325.377797385496,323.10400935202887,371.34047061364345,890.8667314573863,1499.3932263860206,1559.8643291567473,680.8090304196692
49,549,Watertown,7646.05949231347,7513.472598829781,553.2192487499785,563.2268362542571,1165.193068892231,2029.9484230562048,2582.152741448455,619.7322804286549
50,550,Wilmington,3776.8328598102057,3761.6551230967643,256.1575349848896,155.88626397951916,662.4859367480897,1280.8225770437525,1303.0796288810611,103.22318145945216
51,551,Lansing,6980.106658317374,6905.447016859038,608.6799884709528,594.4185073395261,2631.036673489483,2124.524279032204,838.4344636578975,108.35310486897413
52,552,Presque Isle,2715.0,2688.0,712.0,832.0,824.0,164.0,76.0,80.0
53,553,Marquette,1137.4680130557033,1110.0131263511382,181.24640049736013,284.8264561677837,411.3116507552244,183.27713226670934,23.81701291911775,25.534473744942797
54,554,Wheeling-Steubenville,976.1495883848802,938.8149517575997,259.43271000991325,277.0413523881066,319.6669611905744,55.98515476359069,20.87603211644675,5.812741288967977
55,555,Syracuse,10708.205132341147,10623.361371813824,1194.7603001802881,1257.0256869438695,3236.860785301305,3048.0022143727942,1470.8341327241067,415.8782522914589
56,556,Richmond-Petersburg,6034.7466274174485,5928.430835204721,246.47036218084293,154.93288026688984,433.22829538213523,883.6595599319098,1971.7527066287366,2238.3870308142064
57,557,Knoxville,5717.8203150077225,5607.645596650013,598.8546603237137,548.6556725807203,1839.1024721604174,1706.6728751885007,739.8504957032347,174.50942069342668
58,558,Lima,1610.241564438205,1532.439148245436,338.42775276524105,295.49567048526757,703.1806605868837,107.62745882985199,41.280812490060484,46.42679308813126
59,559,Bluefield-Beckley-Oak Hill,1347.4842986979525,1285.8215669461458,223.32740905383147,236.45975059944303,492.3340647336755,261.80781807492076,63.05947831731734,8.83304616695763
60,560,Raleigh-Durham (Fayetvlle),15196.966091204005,15022.275926691404,552.3793619709278,567.1662340559378,1342.7311279634039,4462.848188106152,7065.304749259925,1031.846265335057
61,561,Jacksonville,12820.947984176195,12542.976624375622,765.9927110152188,723.8295611715176,2306.0661449304484,4386.337903246532,3822.873271133062,537.8770328788438
62,563,Grand Rapids-Kalmzoo-B.Crk,8250.6344181052,8118.978614400694,727.8112259830357,775.8513197474323,2548.298687366196,2744.86394034037,1026.0592287471884,296.0942122164711
63,564,Charleston-Huntington,1506.755798167622,1446.891043011238,283.1855233109175,277.2739026041432,557.3605163153857,244.86891817484317,71.9128492124385,12.289333393509953
64,565,Elmira (Corning),2269.0513116087222,2218.81417828489,335.5941138991122,416.4515849129367,891.858812384202,318.4522555981254,200.147362111317,56.310049379197025
65,566,Harrisburg-Lncstr-Leb-York,9277.267467834958,9159.221879307599,587.5325317717663,709.0858545587544,2630.4063821775285,3138.517332646412,1601.6415620716982,492.0382160814396
66,567,Greenvll-Spart-Ashevll-And,10610.51089917235,10503.200720997107,473.89066975686467,533.777120443643,1531.1301722758026,2969.8467230298033,4218.140513730951,776.4155217600432
67,569,Harrisonburg,832.4591114365923,817.929183449286,117.50743317466129,77.44464787013304,286.08911265714636,182.95745148297328,107.07993409007689,46.85060417429513
68,570,Myrtle Beach-Florence,2336.0804518323025,2260.809420887663,207.10321018439367,330.4883402330087,577.0740536121574,764.1838523954752,341.8927420890152,40.06722237361276
69,571,Ft. Myers-Naples,67921.84649361094,66977.19397499388,5047.797005814657,2968.03587943963,4910.193268605676,13783.614463112248,26786.367503221194,13481.18585480048
70,573,Roanoke-Lynchburg,833.5984731899856,806.3665578971867,88.93850487087781,121.35369554995084,234.75381880619557,195.3777744529465,125.12285607755408,40.81990813966191
71,574,Johnstown-Altoona-St Colge,2873.608784059109,2805.7817855783946,364.3464604432643,496.41818257868306,797.9851444670223,591.9238927163362,489.9359012761456,65.1722040969428
72,575,Chattanooga,10980.784232105216,10785.779894454157,856.8822110878605,777.8157875483449,1740.5977814906487,2742.0362608214136,3330.1027254851706,1338.345128020719
73,576,Salisbury,1653.5967174492419,1609.1800618778645,303.0046532515215,275.32915774342126,486.6217664753763,309.5145746968729,167.05365681931525,67.65625289135718
74,577,Wilkes Barre-Scranton-Hztn,9662.801269049045,9518.219796699274,726.9895343381912,795.7344902508818,1884.8509873893656,2223.460800725361,2724.9743152325814,1162.2096687628934
75,581,Terre Haute,1479.609200527606,1419.0715792396709,210.66612909254997,255.79092549970363,611.1363578107562,225.9973058992529,53.93442040787991,61.546440529528304
76,582,"Lafayette, In",7586.0322628553895,7501.820239904553,284.7751649776977,610.1298385619588,2573.2215923998874,3087.265340574365,866.0440996648465,80.3842037257979
77,583,Alpena,483.2009941535529,474.9169649985835,188.5265408092307,119.17598578308909,100.42156231488397,35.306204445360194,4.3934890668864455,27.093182579133078
78,584,Charlottesville,1654.2535452263144,1609.8249884222582,44.64090964486801,52.711458307943545,138.74009310941574,317.37849708728396,862.730635922685,193.62339435006214
79,588,South Bend-Elkhart,17087.804827093794,16856.001630339524,1172.417619846065,1090.6582009300023,5871.891086875832,6173.669953229232,1942.5566871629774,604.808082295415
80,592,Gainesville,8122.385166928726,8046.719849797569,396.8781988496493,270.7449029119159,1934.060464616109,2904.014215171957,1976.8677271128754,564.154341135063
81,596,Zanesville,2363.0,2330.0,373.0,566.0,962.0,358.0,9.0,62.0
82,597,Parkersburg,1653.6785040214124,1513.1015250458697,321.689065572369,367.15748285227636,540.674242573704,254.02832415938337,27.968387686520536,1.5840222016164565
83,598,Clarksburg-Weston,678.4912523003071,632.1625127380095,127.99185887218691,146.72554208862294,200.2065181281005,124.10341583955146,28.11331509262819,5.021862716919436
84,600,Corpus Christi,8249.002406199836,8106.613262906889,607.8973310331505,527.1822350848913,1489.4982765281447,3510.7791091898516,1642.758384232647,328.49792683820345
85,602,Chicago,108579.94335771313,106978.30565276676,7671.193629717188,5770.743943108976,9958.74870589372,27180.419542723725,32562.697862860692,23834.501968462446
86,603,Joplin-Pittsburg,1450.9413225872463,1394.8277629984102,289.052975900011,337.4213043272939,497.7498229099438,226.78004942780234,27.16646307869095,16.657147354668094
87,604,Columbia-Jefferson City,2343.8721083692326,2286.3704960282876,157.6787312101065,354.33115241913396,977.2184400341973,409.6895341019448,347.37378918797776,40.07884907492717
88,605,Topeka,2779.486037396472,2731.398350905942,158.1358470415538,457.2805665031552,1244.0901878038815,614.433561701585,164.40690120352735,93.05128665223963
89,606,Dothan,893.6686622610084,857.8467498675999,167.53986583465735,256.44137941621193,297.5715881093279,119.74981771013225,12.502291095811554,4.041807701459087
90,609,St. Louis,14470.491936862745,14259.830413701284,820.2495155240852,1172.5341028956573,4470.66162856809,4579.97687461271,2399.1343709028106,817.2739211979303
91,610,Rockford,5117.91924699105,5017.55858879402,586.1584649213045,1044.8506347940884,2430.69429371121,438.3600131159346,309.0632800980695,208.43190215341357
92,611,Rochestr-Mason City-Austin,2685.5861598736483,2628.404166633374,222.85249521252655,294.28956290833355,720.5414199686251,553.2446924963845,523.1096604422853,314.3663356052192
93,612,Shreveport,2103.301133664155,2046.1125681261321,209.94091192896158,315.7378519086645,842.3972855496968,468.03022704601625,144.5258907622997,65.48040093049352
94,613,Minneapolis-St. Paul,26874.790411181653,26646.15600557337,2005.231367021928,1644.133589640718,1923.8916806044392,8273.803145355769,8759.871724732035,4039.2244982184834
95,616,Kansas City,15267.858034334186,15060.755949515775,755.8168283091414,997.0317980067983,2914.693664602977,5634.164072944596,3817.507370591849,941.542215060415
96,617,Milwaukee,24446.45584481791,24192.125019561972,2224.5528876475937,2149.0205018069905,7533.7784341073375,7474.428858082321,3453.252443156653,1357.0918947610778
97,618,Houston,168316.95135191065,166829.33779658985,4092.5283799127587,3670.5212763234563,26528.923138638227,61296.661628746,54451.731247787655,16788.97212518175
98,619,"Springfield, Mo",3365.2476678485195,3274.156573175709,188.2038653228622,584.9238356454048,1331.7582479727369,832.1344970322543,272.39757896367405,64.73854823877691
99,622,New Orleans,10534.810057138655,10334.830691222884,792.7071975321984,600.0563387813168,1949.264917712092,4203.461875070323,2093.6837338089504,695.6566283180025
100,623,Dallas-Ft. Worth,86708.73088027914,86139.89975164963,1866.5596474900015,1697.946681264423,8499.47109963891,29765.376046852158,34979.437425663935,9331.108850740195
101,624,Sioux City,4131.839783133659,4075.0312714627307,273.0338609579072,483.831596468783,1477.8934757249995,1157.2152534443362,522.7942966770826,160.26278818962206
102,625,Waco-Temple-Bryan,114155.35159136556,113140.02946706659,3050.8790894790513,2786.50084132441,17064.943260277752,41299.130295067254,37908.93748101944,11029.638499898678
103,626,Victoria,3013.0,2920.0,149.0,317.0,804.0,1167.0,483.0,0.0
