,DMA Code,DMA Name,universe,only_english,total_spanish,spanish_and_english_very_well,spanish_and_english_less_than_very_well,total_french_haitan_or_cajun,french_haitan_or_cajun_and_english_very_well,french_haitan_or_cajun_and_english_less_than_very_well,total_german_or_other_west_germanic,german_or_other_west_germanic_and_english_very_well,german_or_other_west_germanic_and_english_less_than_very_well,total_russian_polish_or_other_slavic,russian_polish_or_other_slavic_and_english_very_well,russian_polish_or_other_slavic_and_english_less_than_very_well,total_other_indo_european,other_indo_european_and_english_very_well,other_indo_european_and_english_less_than_very_well,total_korean,korean_and_english_very_well,korean_and_english_less_than_very_well,total_chinese,chinese_and_english_very_well,chinese_and_english_less_than_very_well,total_tagalog,tagalog_and_english_very_well,tagalog_and_english_less_than_very_well,total_other_asian,other_asian_and_english_very_well,other_asian_and_english_less_than_very_well,total_arabic,arabic_and_english_very_well,arabic_and_english_less_than_very_well,total_other,other_and_english_very_well,other_and_english_less_than_very_well,total_english,total_english_less_than_very_well
0,500,Portland-Auburn,946946.0,886122.0,9349.0,7273.0,2076.0,26782.0,21812.0,4970.0,2410.0,2039.0,371.0,2533.0,1771.0,762.0,5126.0,4102.0,1024.0,377.0,268.0,109.0,2530.0,1304.0,1226.0,1031.0,619.0,412.0,2724.0,1397.0,1327.0,2114.0,894.0,1220.0,4704.0,2843.0,1861.0,930941.0,16005.0
1,501,New York,20195170.0,12522128.0,3919886.0,2153636.0,1766250.0,350265.0,230396.0,119869.0,212659.0,144723.0,67936.0,465961.0,242439.0,223522.0,1089595.0,699927.0,389668.0,165499.0,71028.0,94471.0,659257.0,242333.0,416924.0,141977.0,103817.0,38160.0,233447.0,148210.0,85237.0,142791.0,89141.0,53650.0,265110.0,201479.0,63631.0,16860879.0,3334291.0
2,502,Binghamton,322874.0,299625.0,6242.0,4182.0,2060.0,1239.0,1012.0,227.0,1376.0,1117.0,259.0,2945.0,2158.0,787.0,4870.0,3587.0,1283.0,411.0,175.0,236.0,2666.0,1596.0,1070.0,364.0,265.0,99.0,1346.0,771.0,575.0,432.0,243.0,189.0,783.0,556.0,227.0,315563.0,7311.0
3,503,Macon,629438.0,595335.0,20576.0,11704.0,8872.0,1343.0,1129.0,214.0,1534.0,1346.0,188.0,114.0,59.0,55.0,3123.0,1926.0,1197.0,1057.0,660.0,397.0,770.0,328.0,442.0,853.0,514.0,339.0,1255.0,832.0,423.0,373.0,237.0,136.0,1138.0,773.0,365.0,615595.0,13843.0
4,504,Philadelphia,7631878.0,6318908.0,643532.0,378752.0,264780.0,55459.0,38559.0,16900.0,35034.0,29318.0,5716.0,68908.0,39273.0,29635.0,186640.0,124916.0,61724.0,30791.0,14410.0,16381.0,87885.0,41027.0,46858.0,22746.0,15856.0,6890.0,70953.0,44789.0,26164.0,29934.0,19428.0,10506.0,45387.0,35005.0,10382.0,7113323.0,518555.0
5,505,Detroit,8125408.0,7168443.0,213224.0,144096.0,69128.0,22019.0,17338.0,4681.0,39396.0,32764.0,6632.0,73011.0,44542.0,28469.0,189299.0,126610.0,62689.0,18583.0,9359.0,9224.0,54503.0,28182.0,26321.0,20964.0,15129.0,5835.0,76028.0,51166.0,24862.0,163974.0,92509.0,71465.0,75054.0,46839.0,28215.0,7782040.0,343368.0
6,506,Boston (Manchester),6175513.0,4856297.0,475746.0,275876.0,199870.0,132869.0,88958.0,43911.0,20770.0,18837.0,1933.0,59016.0,38210.0,20806.0,277878.0,177702.0,100176.0,15316.0,8917.0,6399.0,126624.0,62918.0,63706.0,8655.0,6333.0,2322.0,73878.0,46894.0,26984.0,33212.0,19963.0,13249.0,55568.0,39892.0,15676.0,5655355.0,520158.0
7,507,Savannah,5130148.0,4371465.0,414713.0,236200.0,178513.0,29290.0,22642.0,6648.0,17204.0,14952.0,2252.0,19919.0,12456.0,7463.0,81466.0,58665.0,22801.0,34010.0,16005.0,18005.0,31638.0,14636.0,17002.0,7628.0,5862.0,1766.0,43683.0,30396.0,13287.0,11133.0,7810.0,3323.0,34761.0,27244.0,7517.0,4830143.0,300005.0
8,508,Pittsburgh,2682314.0,2546168.0,29739.0,21168.0,8571.0,6934.0,5719.0,1215.0,14580.0,11259.0,3321.0,11756.0,8692.0,3064.0,29691.0,21370.0,8321.0,3245.0,1592.0,1653.0,13957.0,7150.0,6807.0,1966.0,1393.0,573.0,11008.0,7735.0,3273.0,4964.0,3036.0,1928.0,5966.0,4490.0,1476.0,2640747.0,41567.0
9,509,Ft. Wayne,1909041.0,1770433.0,63244.0,39672.0,23572.0,3183.0,2569.0,614.0,16100.0,13378.0,2722.0,5512.0,3206.0,2306.0,13437.0,8999.0,4438.0,2168.0,1143.0,1025.0,5688.0,3316.0,2372.0,2100.0,1638.0,462.0,17508.0,8386.0,9122.0,3729.0,1930.0,1799.0,2534.0,2209.0,325.0,1857959.0,51082.0
10,510,Cleveland-Akron (Canton),3610634.0,3310060.0,93363.0,60515.0,32848.0,6701.0,5644.0,1057.0,59071.0,37528.0,21543.0,32550.0,19774.0,12776.0,44227.0,27981.0,16246.0,3297.0,1540.0,1757.0,14704.0,7497.0,7207.0,3560.0,2434.0,1126.0,11061.0,6639.0,4422.0,17308.0,11015.0,6293.0,11001.0,8046.0,2955.0,3500325.0,110309.0
11,511,"Washington, Dc (Hagrstwn)",8084421.0,6320890.0,777340.0,445039.0,332301.0,83793.0,62822.0,20971.0,34366.0,30169.0,4197.0,42504.0,31362.0,11142.0,243776.0,180205.0,63571.0,79669.0,37803.0,41866.0,100964.0,56404.0,44560.0,49816.0,37442.0,12374.0,101936.0,72798.0,29138.0,49558.0,35351.0,14207.0,142172.0,106570.0,35602.0,7443492.0,640929.0
12,512,Baltimore,4123057.0,3634651.0,170851.0,101771.0,69080.0,23954.0,18796.0,5158.0,12606.0,11129.0,1477.0,28763.0,18439.0,10324.0,83531.0,58570.0,24961.0,25068.0,11132.0,13936.0,31759.0,16341.0,15418.0,18810.0,14178.0,4632.0,27523.0,18791.0,8732.0,13226.0,8827.0,4399.0,43908.0,35714.0,8194.0,3951933.0,171124.0
13,513,Flint-Saginaw-Bay City,1083737.0,1043905.0,13929.0,9899.0,4030.0,1702.0,1398.0,304.0,5111.0,3892.0,1219.0,1895.0,1406.0,489.0,4273.0,2875.0,1398.0,659.0,311.0,348.0,2184.0,1248.0,936.0,993.0,697.0,296.0,2151.0,1347.0,804.0,4594.0,2786.0,1808.0,1921.0,1551.0,370.0,1071480.0,12257.0
14,514,Buffalo,7567404.0,6685940.0,357989.0,219467.0,138522.0,41409.0,29507.0,11902.0,38733.0,30454.0,8279.0,65653.0,38095.0,27558.0,130418.0,83361.0,47057.0,16647.0,8318.0,8329.0,70699.0,30586.0,40113.0,10822.0,6913.0,3909.0,53857.0,30609.0,23248.0,33300.0,20221.0,13079.0,36051.0,25416.0,10635.0,7218151.0,349253.0
15,515,Cincinnati,2212411.0,2082631.0,48327.0,29511.0,18816.0,7440.0,5613.0,1827.0,8315.0,6858.0,1457.0,4555.0,2835.0,1720.0,19695.0,13944.0,5751.0,1986.0,1064.0,922.0,8464.0,4893.0,3571.0,2001.0,1303.0,698.0,11491.0,7804.0,3687.0,3936.0,2873.0,1063.0,10251.0,6868.0,3383.0,2167738.0,44673.0
16,516,Erie,382489.0,358698.0,6525.0,4326.0,2199.0,788.0,670.0,118.0,4864.0,3281.0,1583.0,3152.0,1638.0,1514.0,3294.0,1644.0,1650.0,157.0,82.0,75.0,1077.0,459.0,618.0,291.0,206.0,85.0,867.0,586.0,281.0,1496.0,702.0,794.0,1053.0,682.0,371.0,373050.0,9439.0
17,517,Charlotte,2971747.0,2614463.0,223222.0,120295.0,102927.0,11778.0,8317.0,3461.0,7521.0,6685.0,836.0,9344.0,6274.0,3070.0,34096.0,22301.0,11795.0,3626.0,1864.0,1762.0,7896.0,4303.0,3593.0,3084.0,2208.0,876.0,28854.0,18340.0,10514.0,5993.0,4315.0,1678.0,11610.0,8711.0,2899.0,2821716.0,150031.0
18,518,Greensboro-H.Point-W.Salem,1685329.0,1496388.0,131618.0,72428.0,59190.0,4075.0,3095.0,980.0,3578.0,3143.0,435.0,2501.0,1555.0,946.0,12856.0,8463.0,4393.0,1810.0,908.0,902.0,4626.0,2644.0,1982.0,2504.0,1984.0,520.0,10697.0,5727.0,4970.0,3831.0,2004.0,1827.0,5807.0,3925.0,1882.0,1604314.0,81015.0
19,519,"Charleston, Sc",821851.0,769563.0,31638.0,18063.0,13575.0,2355.0,1803.0,552.0,2282.0,2024.0,258.0,1668.0,1242.0,426.0,3974.0,2915.0,1059.0,609.0,389.0,220.0,2479.0,1389.0,1090.0,2805.0,2085.0,720.0,1621.0,1085.0,536.0,1063.0,855.0,208.0,777.0,692.0,85.0,802655.0,19196.0
20,520,Augusta-Aiken,6406811.0,5947429.0,292873.0,168376.0,124497.0,17857.0,14168.0,3689.0,20045.0,17161.0,2884.0,13325.0,8740.0,4585.0,34350.0,23995.0,10355.0,10107.0,5321.0,4786.0,14971.0,6549.0,8422.0,10228.0,7329.0,2899.0,18997.0,11541.0,7456.0,7218.0,4493.0,2725.0,10394.0,8144.0,2250.0,6226692.0,180119.0
21,521,Providence-New Bedford,1529123.0,1197486.0,146798.0,85109.0,61689.0,26742.0,18864.0,7878.0,2870.0,2501.0,369.0,6040.0,3820.0,2220.0,108971.0,71074.0,37897.0,1452.0,907.0,545.0,9698.0,4572.0,5126.0,1644.0,1240.0,404.0,14128.0,8282.0,5846.0,4518.0,2593.0,1925.0,6242.0,5100.0,1142.0,1402801.0,126322.0
22,522,"Columbus, Ga (Opelika, Al)",551340.0,511552.0,21763.0,14024.0,7739.0,1653.0,1317.0,336.0,2661.0,2202.0,459.0,403.0,277.0,126.0,3066.0,2018.0,1048.0,3740.0,1265.0,2475.0,1681.0,645.0,1036.0,482.0,340.0,142.0,1666.0,1188.0,478.0,872.0,504.0,368.0,1033.0,719.0,314.0,536436.0,14904.0
23,523,Burlington-Plattsburgh,849511.0,800376.0,10716.0,7976.0,2740.0,11630.0,9683.0,1947.0,3972.0,3610.0,362.0,4257.0,3104.0,1153.0,6865.0,4862.0,2003.0,766.0,542.0,224.0,3261.0,1816.0,1445.0,768.0,553.0,215.0,2045.0,1263.0,782.0,1216.0,634.0,582.0,2898.0,2241.0,657.0,837069.0,12442.0
24,524,Atlanta,9166734.0,7713398.0,856292.0,469349.0,386943.0,58652.0,45799.0,12853.0,25734.0,23513.0,2221.0,31055.0,19204.0,11851.0,147459.0,103286.0,44173.0,45303.0,21587.0,23716.0,50099.0,25423.0,24676.0,11805.0,8794.0,3011.0,75128.0,49985.0,25143.0,19856.0,12503.0,7353.0,83383.0,62004.0,21379.0,8572856.0,593878.0
25,525,"Albany, Ga",387137.0,357989.0,23716.0,13151.0,10565.0,627.0,513.0,114.0,371.0,320.0,51.0,167.0,158.0,9.0,2036.0,1138.0,898.0,192.0,90.0,102.0,207.0,117.0,90.0,330.0,317.0,13.0,422.0,250.0,172.0,83.0,63.0,20.0,536.0,501.0,35.0,374728.0,12409.0
26,526,Utica,154534.0,146051.0,2958.0,2396.0,562.0,617.0,564.0,53.0,1420.0,1137.0,283.0,1223.0,941.0,282.0,1149.0,766.0,383.0,71.0,38.0,33.0,300.0,101.0,199.0,76.0,49.0,27.0,195.0,100.0,95.0,183.0,151.0,32.0,253.0,215.0,38.0,152531.0,2003.0
27,527,Indianapolis,2805904.0,2578504.0,124352.0,69463.0,54889.0,7115.0,5647.0,1468.0,8534.0,6851.0,1683.0,4285.0,2765.0,1520.0,22330.0,15868.0,6462.0,3824.0,1876.0,1948.0,13651.0,6440.0,7211.0,3859.0,2903.0,956.0,20474.0,10919.0,9555.0,4974.0,2913.0,2061.0,11020.0,7862.0,3158.0,2713363.0,92541.0
28,528,Miami-Ft. Lauderdale,4399637.0,1789906.0,2128115.0,1130216.0,997899.0,253490.0,147085.0,106405.0,13220.0,11219.0,2001.0,26052.0,14682.0,11370.0,91492.0,61416.0,30076.0,2797.0,1430.0,1367.0,20737.0,8411.0,12326.0,9806.0,7316.0,2490.0,16660.0,10859.0,5801.0,10757.0,7105.0,3652.0,29520.0,24150.0,5370.0,3216751.0,1182886.0
29,529,Louisville,1643337.0,1544546.0,48645.0,26602.0,22043.0,3902.0,2633.0,1269.0,6694.0,5310.0,1384.0,4330.0,2468.0,1862.0,9843.0,6257.0,3586.0,1617.0,915.0,702.0,2971.0,1354.0,1617.0,1783.0,1348.0,435.0,6316.0,3793.0,2523.0,3171.0,1663.0,1508.0,7097.0,3297.0,3800.0,1601015.0,42322.0
30,530,Tallahassee-Thomasville,704385.0,646932.0,33796.0,21929.0,11867.0,4157.0,3380.0,777.0,2251.0,1956.0,295.0,1016.0,745.0,271.0,4504.0,3444.0,1060.0,1166.0,650.0,516.0,3054.0,1962.0,1092.0,816.0,577.0,239.0,2696.0,2118.0,578.0,1348.0,953.0,395.0,1925.0,1532.0,393.0,686482.0,17903.0
31,531,"Tri-Cities, Tn-Va",733779.0,714951.0,10996.0,8007.0,2989.0,762.0,659.0,103.0,1245.0,1037.0,208.0,532.0,444.0,88.0,1489.0,1183.0,306.0,350.0,213.0,137.0,835.0,445.0,390.0,237.0,147.0,90.0,906.0,575.0,331.0,514.0,424.0,90.0,628.0,499.0,129.0,728749.0,5030.0
32,532,Albany-Schenectady-Troy,1319570.0,1208361.0,37650.0,26345.0,11305.0,8025.0,6255.0,1770.0,5308.0,4351.0,957.0,9037.0,6246.0,2791.0,22685.0,15419.0,7266.0,2272.0,1483.0,789.0,9951.0,4552.0,5399.0,2395.0,1749.0,646.0,6459.0,4037.0,2422.0,2931.0,1865.0,1066.0,3490.0,2740.0,750.0,1284003.0,35567.0
33,533,Hartford & New Haven,2514017.0,2025278.0,257317.0,166864.0,90453.0,24247.0,18646.0,5601.0,6793.0,5790.0,1003.0,40631.0,24117.0,16514.0,78666.0,52159.0,26507.0,5005.0,2576.0,2429.0,21028.0,10635.0,10393.0,5728.0,4142.0,1586.0,19622.0,12451.0,7171.0,8371.0,5279.0,3092.0,15404.0,12516.0,2888.0,2343267.0,170750.0
34,534,Orlando-Daytona Bch-Melbrn,3826188.0,2934977.0,643804.0,413330.0,230474.0,65486.0,43153.0,22333.0,14400.0,12711.0,1689.0,12981.0,7785.0,5196.0,59552.0,42267.0,17285.0,5654.0,2611.0,3043.0,17066.0,8622.0,8444.0,14889.0,10598.0,4291.0,16864.0,11020.0,5844.0,15308.0,10054.0,5254.0,9349.0,7063.0,2286.0,3511357.0,314831.0
35,535,"Columbus, Oh",2350492.0,2151287.0,56745.0,35410.0,21335.0,8190.0,6111.0,2079.0,14145.0,10720.0,3425.0,7423.0,4708.0,2715.0,26739.0,16800.0,9939.0,3886.0,2153.0,1733.0,15357.0,7574.0,7783.0,2379.0,1530.0,849.0,19319.0,12621.0,6698.0,10206.0,6958.0,3248.0,31671.0,21109.0,10562.0,2278317.0,72175.0
36,536,Youngstown,619780.0,590354.0,10565.0,7033.0,3532.0,896.0,756.0,140.0,7161.0,5123.0,2038.0,1841.0,1188.0,653.0,5040.0,3914.0,1126.0,242.0,100.0,142.0,651.0,342.0,309.0,254.0,176.0,78.0,538.0,385.0,153.0,1322.0,823.0,499.0,603.0,321.0,282.0,610674.0,9106.0
37,537,Bangor,329847.0,317000.0,2310.0,1830.0,480.0,4467.0,3521.0,946.0,1073.0,954.0,119.0,316.0,259.0,57.0,1230.0,1029.0,201.0,121.0,38.0,83.0,917.0,430.0,487.0,463.0,365.0,98.0,437.0,342.0,95.0,175.0,152.0,23.0,1276.0,1156.0,120.0,327107.0,2740.0
38,538,"Rochester, Ny",10560233.0,6762443.0,1642481.0,904594.0,737887.0,210333.0,139895.0,70438.0,166066.0,112058.0,54008.0,307830.0,147062.0,160768.0,499964.0,303583.0,196381.0,78278.0,29492.0,48786.0,516630.0,166096.0,350534.0,56193.0,39805.0,16388.0,109352.0,59830.0,49522.0,70639.0,42732.0,27907.0,128043.0,96578.0,31465.0,8809669.0,1750564.0
39,539,Tampa-St. Pete (Sarasota),4422059.0,3581406.0,586743.0,359327.0,227416.0,41391.0,29151.0,12240.0,20698.0,17682.0,3016.0,28300.0,17302.0,10998.0,64164.0,46216.0,17948.0,4512.0,2434.0,2078.0,13291.0,5956.0,7335.0,13979.0,11064.0,2915.0,25388.0,16458.0,8930.0,12858.0,8754.0,4104.0,11889.0,9384.0,2505.0,4112434.0,309625.0
40,540,Traverse City-Cadillac,4075661.0,3708834.0,117271.0,78660.0,38611.0,9457.0,7268.0,2189.0,18321.0,14475.0,3846.0,16514.0,10746.0,5768.0,55473.0,35337.0,20136.0,5992.0,3050.0,2942.0,18721.0,9966.0,8755.0,4959.0,3583.0,1376.0,16049.0,11207.0,4842.0,89116.0,54239.0,34877.0,11787.0,9378.0,2409.0,3948126.0,127535.0
41,541,Lexington,1210591.0,1145598.0,34657.0,18584.0,16073.0,2379.0,1705.0,674.0,4382.0,3604.0,778.0,2141.0,1252.0,889.0,5326.0,3563.0,1763.0,1130.0,592.0,538.0,3369.0,1621.0,1748.0,1441.0,979.0,462.0,3708.0,1796.0,1912.0,2755.0,1748.0,1007.0,2771.0,1475.0,1296.0,1182855.0,27736.0
42,542,Dayton,1131224.0,1078477.0,16808.0,10716.0,6092.0,1905.0,1523.0,382.0,4797.0,3728.0,1069.0,1254.0,823.0,431.0,6140.0,4441.0,1699.0,831.0,514.0,317.0,3959.0,1682.0,2277.0,1608.0,938.0,670.0,6576.0,3642.0,2934.0,4127.0,2266.0,1861.0,2926.0,2146.0,780.0,1111762.0,19462.0
43,543,Springfield-Holyoke,665635.0,532121.0,82326.0,54922.0,27404.0,6080.0,4924.0,1156.0,1639.0,1480.0,159.0,11725.0,7077.0,4648.0,14913.0,9451.0,5462.0,1473.0,851.0,622.0,4713.0,2543.0,2170.0,515.0,407.0,108.0,3558.0,2047.0,1511.0,1591.0,1003.0,588.0,2858.0,2272.0,586.0,620081.0,45554.0
44,544,Norfolk-Portsmth-Newpt Nws,3278173.0,2951740.0,162045.0,99522.0,62523.0,15130.0,12121.0,3009.0,13179.0,11618.0,1561.0,7299.0,5417.0,1882.0,31811.0,21957.0,9854.0,8363.0,3683.0,4680.0,12380.0,6125.0,6255.0,23746.0,16656.0,7090.0,12695.0,7761.0,4934.0,10245.0,6583.0,3662.0,21520.0,15570.0,5950.0,3162147.0,116026.0
45,545,Greenville-N.Bern-Washngtn,761432.0,695023.0,49435.0,28815.0,20620.0,1744.0,1323.0,421.0,1880.0,1658.0,222.0,882.0,754.0,128.0,1938.0,1629.0,309.0,488.0,277.0,211.0,923.0,529.0,394.0,1586.0,1095.0,491.0,3957.0,1883.0,2074.0,819.0,564.0,255.0,1160.0,951.0,209.0,735493.0,25939.0
46,546,"Columbia, Sc",1029837.0,959115.0,42596.0,25566.0,17030.0,2524.0,2180.0,344.0,2920.0,2402.0,518.0,2339.0,1671.0,668.0,5748.0,4004.0,1744.0,2179.0,1231.0,948.0,2894.0,1472.0,1422.0,1308.0,779.0,529.0,3291.0,1978.0,1313.0,865.0,508.0,357.0,2505.0,1864.0,641.0,1003625.0,26212.0
47,547,Toledo,997825.0,944039.0,26906.0,19352.0,7554.0,1585.0,1311.0,274.0,3619.0,2881.0,738.0,2180.0,1611.0,569.0,4064.0,2737.0,1327.0,715.0,415.0,300.0,2540.0,1191.0,1349.0,988.0,831.0,157.0,3023.0,1776.0,1247.0,5790.0,3777.0,2013.0,1731.0,1306.0,425.0,981486.0,16339.0
48,548,West Palm Beach-Ft. Pierce,2524683.0,2063429.0,333538.0,183462.0,150076.0,48349.0,30595.0,17754.0,13672.0,11689.0,1983.0,7993.0,5250.0,2743.0,25788.0,18209.0,7579.0,1361.0,707.0,654.0,5077.0,2074.0,3003.0,7073.0,4890.0,2183.0,6254.0,3532.0,2722.0,2353.0,1702.0,651.0,4755.0,3326.0,1429.0,2330723.0,193960.0
49,549,Watertown,1716385.0,1524708.0,82790.0,58456.0,24334.0,10187.0,8541.0,1646.0,29625.0,15442.0,14183.0,9926.0,7181.0,2745.0,23948.0,17154.0,6794.0,3648.0,2533.0,1115.0,9577.0,4527.0,5050.0,3488.0,2620.0,868.0,7296.0,4650.0,2646.0,3144.0,2209.0,935.0,6888.0,5299.0,1589.0,1653871.0,62514.0
50,550,Wilmington,465888.0,436507.0,20326.0,11224.0,9102.0,944.0,690.0,254.0,1534.0,1291.0,243.0,480.0,210.0,270.0,1958.0,1383.0,575.0,242.0,118.0,124.0,769.0,265.0,504.0,577.0,461.0,116.0,1145.0,619.0,526.0,381.0,316.0,65.0,457.0,311.0,146.0,453567.0,12321.0
51,551,Lansing,638903.0,589507.0,16574.0,11330.0,5244.0,1889.0,1330.0,559.0,3043.0,2599.0,444.0,1676.0,1140.0,536.0,7036.0,4736.0,2300.0,1341.0,598.0,743.0,6186.0,2207.0,3979.0,403.0,322.0,81.0,4114.0,2759.0,1355.0,3349.0,1931.0,1418.0,2616.0,1523.0,1093.0,620505.0,18398.0
52,552,Presque Isle,65534.0,55388.0,379.0,233.0,146.0,9024.0,7206.0,1818.0,238.0,148.0,90.0,29.0,14.0,15.0,143.0,121.0,22.0,5.0,0.0,5.0,49.0,13.0,36.0,5.0,5.0,0.0,53.0,32.0,21.0,45.0,19.0,26.0,169.0,145.0,24.0,63324.0,2210.0
53,553,Marquette,205160.0,198621.0,1585.0,1245.0,340.0,263.0,175.0,88.0,557.0,454.0,103.0,328.0,197.0,131.0,894.0,661.0,233.0,66.0,32.0,34.0,772.0,180.0,592.0,185.0,133.0,52.0,280.0,137.0,143.0,293.0,173.0,120.0,1250.0,1063.0,187.0,203108.0,2052.0
54,554,Wheeling-Steubenville,316329.0,309928.0,1968.0,1534.0,434.0,364.0,276.0,88.0,1285.0,897.0,388.0,417.0,337.0,80.0,1031.0,902.0,129.0,40.0,14.0,26.0,457.0,288.0,169.0,160.0,101.0,59.0,325.0,203.0,122.0,85.0,80.0,5.0,229.0,193.0,36.0,314783.0,1546.0
55,555,Syracuse,875739.0,800976.0,21490.0,15760.0,5730.0,3954.0,3226.0,728.0,4758.0,3844.0,914.0,6636.0,4125.0,2511.0,11008.0,7564.0,3444.0,1966.0,1284.0,682.0,9638.0,5668.0,3970.0,748.0,548.0,200.0,4414.0,2366.0,2048.0,3637.0,2609.0,1028.0,4269.0,3157.0,1112.0,852005.0,23734.0
56,556,Richmond-Petersburg,3025110.0,2650723.0,165864.0,98305.0,67559.0,11256.0,8880.0,2376.0,12040.0,10580.0,1460.0,12110.0,8961.0,3149.0,59505.0,44301.0,15204.0,10080.0,5842.0,4238.0,19689.0,11250.0,8439.0,8384.0,6315.0,2069.0,34529.0,25237.0,9292.0,13289.0,9078.0,4211.0,15194.0,11667.0,3527.0,2897362.0,127748.0
57,557,Knoxville,2028614.0,1915867.0,63527.0,33787.0,29740.0,4206.0,3440.0,766.0,6692.0,5583.0,1109.0,3404.0,2219.0,1185.0,8348.0,5917.0,2431.0,2392.0,1324.0,1068.0,5966.0,3091.0,2875.0,1977.0,1231.0,746.0,5427.0,3148.0,2279.0,4452.0,2666.0,1786.0,4071.0,2218.0,1853.0,1981151.0,47463.0
58,558,Lima,172301.0,167336.0,2497.0,1787.0,710.0,319.0,291.0,28.0,632.0,536.0,96.0,187.0,171.0,16.0,212.0,128.0,84.0,80.0,25.0,55.0,198.0,29.0,169.0,64.0,34.0,30.0,156.0,114.0,42.0,170.0,132.0,38.0,283.0,259.0,24.0,170966.0,1335.0
59,559,Bluefield-Beckley-Oak Hill,2028485.0,1979329.0,21102.0,13286.0,7816.0,2968.0,2135.0,833.0,3360.0,2653.0,707.0,1286.0,1127.0,159.0,6780.0,5210.0,1570.0,446.0,214.0,232.0,2996.0,1497.0,1499.0,1884.0,1427.0,457.0,3219.0,2430.0,789.0,2357.0,1560.0,797.0,1773.0,1415.0,358.0,2012763.0,15722.0
60,560,Raleigh-Durham (Fayetvlle),2935841.0,2542145.0,246380.0,138009.0,108371.0,12693.0,9307.0,3386.0,9827.0,8761.0,1066.0,7183.0,5075.0,2108.0,32357.0,25246.0,7111.0,7787.0,4378.0,3409.0,19260.0,10892.0,8368.0,6320.0,4813.0,1507.0,21779.0,15611.0,6168.0,11007.0,7091.0,3916.0,12503.0,8980.0,3523.0,2783037.0,152804.0
61,561,Jacksonville,3071232.0,2726065.0,210809.0,135774.0,75035.0,16268.0,11996.0,4272.0,11290.0,10102.0,1188.0,12714.0,8033.0,4681.0,29549.0,20853.0,8696.0,3065.0,1859.0,1206.0,7030.0,3497.0,3533.0,16270.0,11170.0,5100.0,15356.0,9514.0,5842.0,7727.0,4759.0,2968.0,6960.0,4855.0,2105.0,2951722.0,119510.0
62,563,Grand Rapids-Kalmzoo-B.Crk,2731398.0,2517049.0,116191.0,72673.0,43518.0,5777.0,4466.0,1311.0,13417.0,11011.0,2406.0,8603.0,5578.0,3025.0,18034.0,11633.0,6401.0,3087.0,1560.0,1527.0,11574.0,4706.0,6868.0,2479.0,1821.0,658.0,12998.0,7165.0,5833.0,6999.0,3925.0,3074.0,8254.0,5452.0,2802.0,2649671.0,81727.0
63,564,Charleston-Huntington,1073621.0,1056481.0,6502.0,4746.0,1756.0,856.0,650.0,206.0,2333.0,1828.0,505.0,447.0,405.0,42.0,1967.0,1615.0,352.0,221.0,136.0,85.0,932.0,342.0,590.0,379.0,319.0,60.0,1398.0,1102.0,296.0,1193.0,719.0,474.0,309.0,209.0,100.0,1068863.0,4758.0
