,DMA Code,DMA Name,universe,only_english,total_spanish,spanish_and_english_very_well,spanish_and_english_less_than_very_well,total_french_haitan_or_cajun,french_haitan_or_cajun_and_english_very_well,french_haitan_or_cajun_and_english_less_than_very_well,total_german_or_other_west_germanic,german_or_other_west_germanic_and_english_very_well,german_or_other_west_germanic_and_english_less_than_very_well,total_russian_polish_or_other_slavic,russian_polish_or_other_slavic_and_english_very_well,russian_polish_or_other_slavic_and_english_less_than_very_well,total_other_indo_european,other_indo_european_and_english_very_well,other_indo_european_and_english_less_than_very_well,total_korean,korean_and_english_very_well,korean_and_english_less_than_very_well,total_chinese,chinese_and_english_very_well,chinese_and_english_less_than_very_well,total_tagalog,tagalog_and_english_very_well,tagalog_and_english_less_than_very_well,total_other_asian,other_asian_and_english_very_well,other_asian_and_english_less_than_very_well,total_arabic,arabic_and_english_very_well,arabic_and_english_less_than_very_well,total_other,other_and_english_very_well,other_and_english_less_than_very_well,total_english,total_english_less_than_very_well
135,671,Tulsa,1955319.0,1798802.0,100386.0,58879.0,41507.0,2429.0,2063.0,366.0,5960.0,5101.0,859.0,1845.0,1255.0,590.0,6155.0,4861.0,1294.0,2257.0,1196.0,1061.0,3094.0,1577.0,1517.0,1770.0,1243.0,527.0,11132.0,5807.0,5325.0,2430.0,1850.0,580.0,14826.0,12919.0,1907.0,1897358.0,57961.0
136,673,Columbus-Tupelo-West Point,463036.0,447495.0,9829.0,5727.0,4102.0,591.0,535.0,56.0,761.0,475.0,286.0,152.0,95.0,57.0,1227.0,774.0,453.0,168.0,117.0,51.0,770.0,392.0,378.0,180.0,113.0,67.0,464.0,195.0,269.0,537.0,345.0,192.0,723.0,609.0,114.0,456933.0,6103.0
137,675,Peoria-Bloomington,1676268.0,1442892.0,164169.0,94912.0,69257.0,4757.0,2400.0,2357.0,5966.0,4816.0,1150.0,6868.0,4393.0,2475.0,17621.0,12076.0,5545.0,1768.0,756.0,1012.0,3394.0,1910.0,1484.0,5933.0,4647.0,1286.0,12531.0,8129.0,4402.0,4632.0,3570.0,1062.0,3420.0,2416.0,1004.0,1583830.0,92438.0
138,676,Duluth-Superior,1057984.0,1002063.0,19994.0,14170.0,5824.0,1535.0,1214.0,321.0,4207.0,3599.0,608.0,2584.0,1707.0,877.0,4208.0,3505.0,703.0,581.0,388.0,193.0,2680.0,1780.0,900.0,916.0,527.0,389.0,7649.0,5331.0,2318.0,765.0,565.0,200.0,9373.0,6912.0,2461.0,1042490.0,15494.0
139,678,Wichita-Hutchinson Plus,3805582.0,3342072.0,320033.0,192813.0,127220.0,5978.0,4849.0,1129.0,19564.0,15496.0,4068.0,5569.0,4052.0,1517.0,20492.0,14788.0,5704.0,4369.0,2086.0,2283.0,12804.0,5954.0,6850.0,5404.0,3636.0,1768.0,26537.0,15483.0,11054.0,6943.0,4244.0,2699.0,13245.0,8997.0,4248.0,3623127.0,182455.0
140,679,Des Moines-Ames,1078607.0,982701.0,45711.0,25261.0,20450.0,1432.0,1178.0,254.0,4045.0,3086.0,959.0,7893.0,4812.0,3081.0,6173.0,4434.0,1739.0,1319.0,506.0,813.0,5441.0,2200.0,3241.0,1025.0,517.0,508.0,10773.0,5342.0,5431.0,3285.0,2152.0,1133.0,4762.0,2694.0,2068.0,1036409.0,42198.0
141,682,Davenport-R.Island-Moline,721075.0,668285.0,32741.0,20972.0,11769.0,2459.0,1147.0,1312.0,2528.0,2114.0,414.0,1483.0,844.0,639.0,3305.0,2356.0,949.0,482.0,188.0,294.0,1247.0,475.0,772.0,1071.0,706.0,365.0,3110.0,1516.0,1594.0,1047.0,728.0,319.0,2057.0,1305.0,752.0,700995.0,20080.0
142,686,Mobile-Pensacola (Ft Walt),1353862.0,1272887.0,40478.0,27826.0,12652.0,4087.0,3248.0,839.0,3987.0,3375.0,612.0,2389.0,1584.0,805.0,5408.0,4259.0,1149.0,1673.0,791.0,882.0,2738.0,1212.0,1526.0,5279.0,3673.0,1606.0,5536.0,3204.0,2332.0,2468.0,1471.0,997.0,1656.0,1240.0,416.0,1327047.0,26815.0
143,687,Bismarck-Mnt-Dcknsn(Wlstn),1400007.0,1331366.0,22843.0,17068.0,5775.0,3474.0,2523.0,951.0,12606.0,10988.0,1618.0,3386.0,2290.0,1096.0,6566.0,4355.0,2211.0,850.0,309.0,541.0,2784.0,1622.0,1162.0,2466.0,1654.0,812.0,2606.0,1779.0,827.0,1419.0,968.0,451.0,8880.0,6855.0,2025.0,1382033.0,17974.0
144,691,Huntsville-Decatur (Flor),3134634.0,2950242.0,116467.0,62909.0,53558.0,6153.0,4361.0,1792.0,6287.0,5397.0,890.0,2748.0,1977.0,771.0,11545.0,8645.0,2900.0,5701.0,2330.0,3371.0,7660.0,3938.0,3722.0,2429.0,1740.0,689.0,8186.0,5441.0,2745.0,5790.0,4026.0,1764.0,5399.0,3914.0,1485.0,3057788.0,76846.0
145,692,Beaumont-Port Arthur,434820.0,369971.0,50255.0,32112.0,18143.0,2225.0,1782.0,443.0,434.0,413.0,21.0,179.0,166.0,13.0,2613.0,1758.0,855.0,146.0,102.0,44.0,507.0,286.0,221.0,816.0,536.0,280.0,1380.0,863.0,517.0,555.0,403.0,152.0,1389.0,1262.0,127.0,411558.0,23262.0
146,693,Little Rock-Pine Bluff,1381394.0,1304516.0,52434.0,28798.0,23636.0,1765.0,1551.0,214.0,2319.0,2043.0,276.0,1414.0,1108.0,306.0,4888.0,3455.0,1433.0,1187.0,781.0,406.0,3596.0,1928.0,1668.0,1306.0,918.0,388.0,3210.0,2019.0,1191.0,1821.0,1336.0,485.0,1604.0,1232.0,372.0,1350069.0,31325.0
147,698,Montgomery-Selma,591581.0,569897.0,10928.0,6005.0,4923.0,892.0,645.0,247.0,684.0,547.0,137.0,230.0,192.0,38.0,1905.0,1037.0,868.0,2428.0,803.0,1625.0,1324.0,442.0,882.0,254.0,215.0,39.0,1292.0,873.0,419.0,514.0,376.0,138.0,638.0,558.0,80.0,581781.0,9800.0
148,702,La Crosse-Eau Claire,524483.0,488551.0,11337.0,6395.0,4942.0,809.0,530.0,279.0,11976.0,8206.0,3770.0,732.0,591.0,141.0,1365.0,1121.0,244.0,207.0,110.0,97.0,1040.0,366.0,674.0,368.0,275.0,93.0,6893.0,3675.0,3218.0,138.0,90.0,48.0,995.0,716.0,279.0,510666.0,13817.0
149,705,Wausau-Rhinelander,422860.0,399476.0,6797.0,4443.0,2354.0,441.0,365.0,76.0,3987.0,3158.0,829.0,1191.0,819.0,372.0,1328.0,1151.0,177.0,152.0,55.0,97.0,447.0,262.0,185.0,305.0,253.0,52.0,7734.0,4576.0,3158.0,101.0,59.0,42.0,648.0,587.0,61.0,415277.0,7583.0
150,709,Tyler-Longview(Lfkn&Ncgd),701901.0,594080.0,97442.0,56383.0,41059.0,764.0,644.0,120.0,1152.0,1048.0,104.0,351.0,295.0,56.0,2012.0,1349.0,663.0,292.0,206.0,86.0,1010.0,665.0,345.0,1215.0,736.0,479.0,1719.0,1057.0,662.0,224.0,157.0,67.0,900.0,541.0,359.0,657512.0,44389.0
151,710,Hattiesburg-Laurel,278511.0,270070.0,5354.0,3135.0,2219.0,291.0,147.0,144.0,250.0,207.0,43.0,66.0,66.0,0.0,429.0,338.0,91.0,360.0,250.0,110.0,422.0,253.0,169.0,429.0,244.0,185.0,266.0,109.0,157.0,292.0,187.0,105.0,120.0,75.0,45.0,275201.0,3310.0
152,711,Meridian,170521.0,164224.0,2245.0,1534.0,711.0,143.0,83.0,60.0,139.0,139.0,0.0,109.0,20.0,89.0,289.0,280.0,9.0,41.0,0.0,41.0,471.0,130.0,341.0,69.0,59.0,10.0,25.0,25.0,0.0,82.0,37.0,45.0,2595.0,2205.0,390.0,168787.0,1734.0
153,716,Baton Rouge,391312.0,369775.0,11568.0,7337.0,4231.0,6472.0,5359.0,1113.0,689.0,599.0,90.0,115.0,84.0,31.0,555.0,426.0,129.0,114.0,85.0,29.0,356.0,196.0,160.0,155.0,123.0,32.0,471.0,321.0,150.0,114.0,90.0,24.0,172.0,171.0,1.0,384900.0,6412.0
154,717,Quincy-Hannibal-Keokuk,5994443.0,4225403.0,1038317.0,620654.0,417663.0,23694.0,18820.0,4874.0,22069.0,18559.0,3510.0,212605.0,110745.0,101860.0,170901.0,113105.0,57796.0,27576.0,13011.0,14565.0,65879.0,28635.0,37244.0,48428.0,34427.0,14001.0,51451.0,33183.0,18268.0,49682.0,30669.0,19013.0,45759.0,31374.0,14385.0,5284038.0,710405.0
155,718,"Jackson, Ms",2060015.0,1981866.0,47063.0,23340.0,23723.0,2870.0,1990.0,880.0,2487.0,2094.0,393.0,1144.0,659.0,485.0,7934.0,5649.0,2285.0,1331.0,824.0,507.0,1949.0,1070.0,879.0,2091.0,1352.0,739.0,2543.0,2175.0,368.0,2465.0,1417.0,1048.0,2168.0,1672.0,496.0,2025891.0,34124.0
156,722,Lincoln & Hastings-Krny,687075.0,618184.0,41616.0,23951.0,17665.0,904.0,731.0,173.0,2547.0,2274.0,273.0,2159.0,1552.0,607.0,3593.0,2692.0,901.0,593.0,298.0,295.0,2620.0,1033.0,1587.0,212.0,124.0,88.0,3042.0,1481.0,1561.0,3122.0,1733.0,1389.0,2768.0,1447.0,1321.0,657532.0,29543.0
157,724,Fargo,917845.0,868765.0,16996.0,11812.0,5184.0,1926.0,1376.0,550.0,6185.0,5165.0,1020.0,2967.0,1781.0,1186.0,6074.0,4111.0,1963.0,247.0,117.0,130.0,2162.0,1157.0,1005.0,1342.0,825.0,517.0,2798.0,1816.0,982.0,1505.0,944.0,561.0,5858.0,3565.0,2293.0,901793.0,16052.0
158,725,Sioux Falls(Mitchell),1406071.0,1309914.0,34964.0,20625.0,14339.0,1573.0,1105.0,468.0,11231.0,9224.0,2007.0,3630.0,1952.0,1678.0,5253.0,3143.0,2110.0,976.0,609.0,367.0,2549.0,1345.0,1204.0,1800.0,1128.0,672.0,8187.0,2585.0,5602.0,1572.0,898.0,674.0,23138.0,17472.0,5666.0,1370599.0,35472.0
159,734,Jonesboro,201237.0,194083.0,4564.0,2707.0,1857.0,159.0,82.0,77.0,637.0,487.0,150.0,153.0,104.0,49.0,293.0,141.0,152.0,12.0,12.0,0.0,327.0,140.0,187.0,58.0,44.0,14.0,530.0,272.0,258.0,183.0,117.0,66.0,180.0,139.0,41.0,198342.0,2895.0
160,736,Bowling Green,206721.0,189057.0,6187.0,3257.0,2930.0,281.0,136.0,145.0,2084.0,1369.0,715.0,2449.0,1337.0,1112.0,878.0,601.0,277.0,130.0,49.0,81.0,227.0,69.0,158.0,117.0,83.0,34.0,2787.0,1145.0,1642.0,1280.0,651.0,629.0,920.0,500.0,420.0,198396.0,8325.0
161,737,Mankato,284621.0,270664.0,6671.0,4252.0,2419.0,240.0,206.0,34.0,1035.0,843.0,192.0,546.0,432.0,114.0,929.0,781.0,148.0,229.0,125.0,104.0,376.0,228.0,148.0,151.0,121.0,30.0,1197.0,611.0,586.0,241.0,231.0,10.0,2113.0,1697.0,416.0,280258.0,4363.0
162,740,North Platte,1797999.0,1599589.0,132694.0,72457.0,60237.0,4196.0,3235.0,961.0,5040.0,4482.0,558.0,4264.0,2989.0,1275.0,10868.0,7121.0,3747.0,1579.0,810.0,769.0,5157.0,2124.0,3033.0,1353.0,931.0,422.0,12102.0,5485.0,6617.0,5299.0,3041.0,2258.0,8308.0,4409.0,3899.0,1709404.0,88595.0
163,743,Anchorage,531177.0,441412.0,18162.0,13447.0,4715.0,1489.0,1329.0,160.0,2475.0,2249.0,226.0,5219.0,3472.0,1747.0,2595.0,1869.0,726.0,3375.0,1374.0,2001.0,968.0,573.0,395.0,12531.0,6119.0,6412.0,12268.0,6707.0,5561.0,363.0,293.0,70.0,29631.0,23958.0,5673.0,503024.0,28153.0
164,744,Honolulu,1330157.0,986418.0,27325.0,19302.0,8023.0,3596.0,3100.0,496.0,3405.0,2773.0,632.0,2696.0,1902.0,794.0,5529.0,4117.0,1412.0,18910.0,7062.0,11848.0,33283.0,12836.0,20447.0,58455.0,29374.0,29081.0,173535.0,89649.0,83886.0,660.0,577.0,83.0,5745.0,4912.0,833.0,1165282.0,164875.0
165,745,Fairbanks,98591.0,87443.0,3211.0,2193.0,1018.0,581.0,581.0,0.0,812.0,812.0,0.0,1372.0,889.0,483.0,496.0,388.0,108.0,526.0,252.0,274.0,337.0,128.0,209.0,759.0,516.0,243.0,1121.0,758.0,363.0,36.0,36.0,0.0,1823.0,1607.0,216.0,95624.0,2967.0
166,746,Biloxi-Gulfport,336893.0,314710.0,12270.0,8240.0,4030.0,710.0,615.0,95.0,858.0,636.0,222.0,109.0,61.0,48.0,931.0,607.0,324.0,501.0,432.0,69.0,285.0,82.0,203.0,968.0,555.0,413.0,969.0,726.0,243.0,126.0,98.0,28.0,333.0,285.0,48.0,328849.0,8044.0
167,747,Juneau,31502.0,27737.0,1056.0,839.0,217.0,63.0,63.0,0.0,262.0,227.0,35.0,173.0,138.0,35.0,195.0,162.0,33.0,33.0,21.0,12.0,57.0,28.0,29.0,1315.0,627.0,688.0,234.0,97.0,137.0,0.0,0.0,0.0,326.0,287.0,39.0,30254.0,1248.0
168,749,Laredo,255900.0,24141.0,230249.0,141126.0,89123.0,10.0,10.0,0.0,96.0,96.0,0.0,2.0,0.0,2.0,449.0,258.0,191.0,123.0,80.0,43.0,36.0,29.0,7.0,366.0,340.0,26.0,150.0,60.0,90.0,31.0,31.0,0.0,27.0,27.0,0.0,166213.0,89687.0
169,751,Denver,4108419.0,3362717.0,519259.0,326656.0,192603.0,15015.0,12032.0,2983.0,19779.0,17621.0,2158.0,24217.0,15519.0,8698.0,38441.0,27838.0,10603.0,11382.0,5877.0,5505.0,22429.0,11331.0,11098.0,5505.0,3946.0,1559.0,32417.0,20629.0,11788.0,10031.0,6321.0,3710.0,28423.0,18266.0,10157.0,3837181.0,271238.0
170,752,Colorado Springs-Pueblo,906733.0,799733.0,73975.0,51070.0,22905.0,2393.0,1970.0,423.0,7120.0,6267.0,853.0,3060.0,2431.0,629.0,4039.0,3298.0,741.0,3372.0,1719.0,1653.0,1716.0,693.0,1023.0,2527.0,1621.0,906.0,4084.0,2606.0,1478.0,1027.0,514.0,513.0,2438.0,1706.0,732.0,874132.0,32601.0
171,753,Phoenix (Prescott),5009633.0,3765169.0,921205.0,602679.0,318526.0,13957.0,11070.0,2887.0,17172.0,15168.0,2004.0,20699.0,14647.0,6052.0,50965.0,38398.0,12567.0,7636.0,3857.0,3779.0,25667.0,12670.0,12997.0,20930.0,14950.0,5980.0,33506.0,23158.0,10348.0,20975.0,12677.0,8298.0,92300.0,69551.0,22749.0,4591950.0,417683.0
172,754,Butte-Bozeman,170233.0,163818.0,2980.0,2094.0,886.0,386.0,315.0,71.0,917.0,832.0,85.0,188.0,169.0,19.0,423.0,317.0,106.0,98.0,38.0,60.0,232.0,150.0,82.0,167.0,137.0,30.0,250.0,160.0,90.0,263.0,173.0,90.0,495.0,485.0,10.0,168700.0,1533.0
173,755,Great Falls,157205.0,151055.0,1568.0,1304.0,264.0,151.0,121.0,30.0,2334.0,1851.0,483.0,132.0,120.0,12.0,238.0,167.0,71.0,70.0,40.0,30.0,281.0,191.0,90.0,164.0,164.0,0.0,192.0,90.0,102.0,0.0,0.0,0.0,930.0,857.0,73.0,156016.0,1189.0
174,756,Billings,267252.0,253201.0,4839.0,3335.0,1504.0,483.0,427.0,56.0,1969.0,1743.0,226.0,223.0,98.0,125.0,645.0,452.0,193.0,60.0,9.0,51.0,349.0,224.0,125.0,227.0,172.0,55.0,263.0,234.0,29.0,129.0,63.0,66.0,4854.0,4430.0,424.0,264390.0,2862.0
175,757,Boise,730204.0,641660.0,65240.0,41523.0,23717.0,1612.0,1366.0,246.0,2521.0,2191.0,330.0,3201.0,1981.0,1220.0,3683.0,2367.0,1316.0,504.0,123.0,381.0,3112.0,1701.0,1411.0,916.0,667.0,249.0,3090.0,1721.0,1369.0,1385.0,459.0,926.0,2379.0,1443.0,936.0,697599.0,32605.0
176,758,Idaho Fals-Pocatllo(Jcksn),351551.0,311472.0,31117.0,20093.0,11024.0,584.0,543.0,41.0,1087.0,877.0,210.0,789.0,653.0,136.0,1525.0,1370.0,155.0,207.0,52.0,155.0,720.0,294.0,426.0,457.0,251.0,206.0,1184.0,911.0,273.0,804.0,421.0,383.0,1491.0,1302.0,189.0,338246.0,13305.0
177,759,Cheyenne-Scottsbluff,142269.0,131638.0,8406.0,5676.0,2730.0,230.0,142.0,88.0,356.0,305.0,51.0,86.0,68.0,18.0,357.0,208.0,149.0,142.0,87.0,55.0,318.0,86.0,232.0,208.0,155.0,53.0,204.0,192.0,12.0,110.0,60.0,50.0,199.0,147.0,52.0,138767.0,3502.0
178,760,Twin Falls,176621.0,140910.0,31475.0,16149.0,15326.0,149.0,78.0,71.0,405.0,358.0,47.0,955.0,659.0,296.0,927.0,594.0,333.0,78.0,46.0,32.0,206.0,141.0,65.0,324.0,283.0,41.0,459.0,401.0,58.0,233.0,89.0,144.0,273.0,149.0,124.0,159920.0,16701.0
179,762,Missoula,283873.0,274784.0,3579.0,2958.0,621.0,758.0,675.0,83.0,1315.0,1158.0,157.0,533.0,308.0,225.0,546.0,451.0,95.0,385.0,185.0,200.0,333.0,90.0,243.0,364.0,164.0,200.0,384.0,243.0,141.0,64.0,42.0,22.0,725.0,618.0,107.0,281713.0,2160.0
180,764,Rapid City,245573.0,232647.0,3588.0,2696.0,892.0,380.0,304.0,76.0,1016.0,821.0,195.0,381.0,277.0,104.0,519.0,389.0,130.0,196.0,97.0,99.0,249.0,156.0,93.0,414.0,163.0,251.0,514.0,227.0,287.0,27.0,14.0,13.0,5591.0,4955.0,636.0,242763.0,2810.0
181,765,El Paso (Las Cruces),1555146.0,706458.0,774974.0,473916.0,301058.0,2709.0,2244.0,465.0,5464.0,4556.0,908.0,1710.0,1251.0,459.0,4892.0,3620.0,1272.0,2368.0,1167.0,1201.0,2609.0,1502.0,1107.0,2673.0,1866.0,807.0,2933.0,2141.0,792.0,2047.0,1148.0,899.0,45500.0,40582.0,4918.0,1240769.0,314377.0
182,766,Helena,295390.0,282569.0,4232.0,3284.0,948.0,412.0,283.0,129.0,2483.0,1984.0,499.0,305.0,202.0,103.0,496.0,417.0,79.0,78.0,76.0,2.0,117.0,67.0,50.0,117.0,82.0,35.0,354.0,282.0,72.0,31.0,8.0,23.0,4141.0,3812.0,329.0,293100.0,2290.0
183,767,Casper-Riverton,138525.0,128718.0,5687.0,4259.0,1428.0,430.0,399.0,31.0,623.0,588.0,35.0,135.0,77.0,58.0,188.0,149.0,39.0,58.0,58.0,0.0,168.0,123.0,45.0,124.0,101.0,23.0,249.0,93.0,156.0,7.0,7.0,0.0,2071.0,1952.0,119.0,136591.0,1934.0
184,770,Salt Lake City,2908494.0,2486857.0,288411.0,187105.0,101306.0,7649.0,6396.0,1253.0,10685.0,9456.0,1229.0,8678.0,5854.0,2824.0,26426.0,20176.0,6250.0,4636.0,2717.0,1919.0,14655.0,8708.0,5947.0,4607.0,3551.0,1056.0,27410.0,19852.0,7558.0,4275.0,2537.0,1738.0,16641.0,13254.0,3387.0,2769549.0,138945.0
185,771,Yuma-El Centro,354010.0,126720.0,221041.0,125717.0,95324.0,382.0,287.0,95.0,405.0,352.0,53.0,95.0,89.0,6.0,1136.0,820.0,316.0,452.0,161.0,291.0,487.0,206.0,281.0,1013.0,744.0,269.0,641.0,336.0,305.0,493.0,257.0,236.0,831.0,698.0,133.0,256562.0,97448.0
186,773,Grand Junction-Montrose,178570.0,163316.0,12850.0,8517.0,4333.0,213.0,157.0,56.0,639.0,592.0,47.0,155.0,155.0,0.0,214.0,164.0,50.0,135.0,80.0,55.0,143.0,36.0,107.0,170.0,114.0,56.0,292.0,152.0,140.0,7.0,7.0,0.0,233.0,206.0,27.0,173579.0,4991.0
187,789,Tucson (Sierra Vista),1109909.0,771882.0,286554.0,201848.0,84706.0,3015.0,2400.0,615.0,6297.0,5632.0,665.0,3320.0,2135.0,1185.0,6823.0,5055.0,1768.0,1990.0,1029.0,961.0,5955.0,2875.0,3080.0,2938.0,2191.0,747.0,4988.0,3301.0,1687.0,3041.0,1677.0,1364.0,9419.0,7536.0,1883.0,1009118.0,100791.0
188,790,Albuquerque-Santa Fe,1999712.0,1355765.0,466700.0,343405.0,123295.0,5366.0,4500.0,866.0,8793.0,6991.0,1802.0,2934.0,2295.0,639.0,8296.0,6425.0,1871.0,1810.0,1036.0,774.0,4692.0,2696.0,1996.0,3376.0,2693.0,683.0,5544.0,3651.0,1893.0,2628.0,1853.0,775.0,129865.0,108251.0,21614.0,1841071.0,158641.0
189,798,Glendive,9994.0,9841.0,23.0,6.0,17.0,3.0,3.0,0.0,41.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,9975.0,19.0
190,801,Eugene,591646.0,543267.0,26319.0,18408.0,7911.0,1378.0,1211.0,167.0,2911.0,2694.0,217.0,1020.0,832.0,188.0,2852.0,2254.0,598.0,1776.0,871.0,905.0,5141.0,2190.0,2951.0,708.0,541.0,167.0,3042.0,2272.0,770.0,992.0,628.0,364.0,1241.0,1067.0,174.0,576914.0,14732.0
191,802,Eureka,153911.0,135820.0,10886.0,7458.0,3428.0,377.0,320.0,57.0,513.0,452.0,61.0,205.0,170.0,35.0,1289.0,1009.0,280.0,121.0,92.0,29.0,411.0,171.0,240.0,433.0,328.0,105.0,2330.0,1145.0,1185.0,153.0,101.0,52.0,1101.0,995.0,106.0,148235.0,5676.0
192,803,Los Angeles,23263018.0,12281937.0,7069005.0,4135497.0,2933508.0,91130.0,78395.0,12735.0,80141.0,71355.0,8786.0,170331.0,99042.0,71289.0,730721.0,472471.0,258250.0,363112.0,153760.0,209352.0,829551.0,350295.0,479256.0,478926.0,329034.0,149892.0,438807.0,252481.0,186326.0,126913.0,81338.0,45575.0,105574.0,77471.0,28103.0,18586693.0,4676325.0
193,807,San Francisco-Oak-San Jose,6923813.0,3989450.0,1181143.0,680148.0,500995.0,42237.0,36934.0,5303.0,35913.0,32369.0,3544.0,69809.0,43944.0,25865.0,323709.0,244867.0,78842.0,55572.0,29437.0,26135.0,537330.0,240938.0,296392.0,226034.0,147269.0,78765.0,213286.0,146880.0,66406.0,31151.0,21391.0,9760.0,48009.0,34024.0,13985.0,5715919.0,1207894.0
194,810,Yakima-Pasco-Rchlnd-Knnwck,665176.0,464600.0,181701.0,103410.0,78291.0,912.0,713.0,199.0,1643.0,1446.0,197.0,3630.0,2340.0,1290.0,1871.0,1441.0,430.0,363.0,80.0,283.0,1654.0,874.0,780.0,1362.0,920.0,442.0,3185.0,1611.0,1574.0,950.0,394.0,556.0,1783.0,1275.0,508.0,579807.0,85369.0
195,811,Reno,667756.0,529646.0,104557.0,63924.0,40633.0,1639.0,1340.0,299.0,2608.0,2267.0,341.0,1106.0,795.0,311.0,6757.0,4475.0,2282.0,1166.0,592.0,574.0,2929.0,1215.0,1714.0,8491.0,5924.0,2567.0,4327.0,2871.0,1456.0,597.0,441.0,156.0,2730.0,2253.0,477.0,616418.0,51338.0
196,813,Medford-Klamath Falls,412617.0,379504.0,25449.0,16047.0,9402.0,908.0,769.0,139.0,1569.0,1384.0,185.0,439.0,349.0,90.0,1422.0,1120.0,302.0,260.0,145.0,115.0,660.0,315.0,345.0,590.0,376.0,214.0,1052.0,736.0,316.0,169.0,148.0,21.0,360.0,285.0,75.0,401194.0,11423.0
197,819,Seattle-Tacoma,4831321.0,3893659.0,311587.0,186136.0,125451.0,20292.0,17215.0,3077.0,26852.0,23757.0,3095.0,66225.0,38848.0,27377.0,96829.0,72487.0,24342.0,44728.0,20478.0,24250.0,90112.0,44072.0,46040.0,53867.0,34896.0,18971.0,107353.0,70086.0,37267.0,13224.0,8076.0,5148.0,51623.0,32515.0,19108.0,4464844.0,366477.0
198,820,"Portland, Or",3108645.0,2571857.0,291980.0,173869.0,118111.0,9960.0,8409.0,1551.0,14130.0,12867.0,1263.0,47876.0,28068.0,19808.0,36329.0,26028.0,10301.0,9295.0,4806.0,4489.0,26994.0,13497.0,13497.0,11288.0,8205.0,3083.0,39956.0,24643.0,15313.0,7321.0,4765.0,2556.0,15183.0,9862.0,5321.0,2897169.0,211476.0
199,821,"Bend, Or",166081.0,155403.0,7520.0,5012.0,2508.0,241.0,184.0,57.0,777.0,686.0,91.0,121.0,74.0,47.0,581.0,511.0,70.0,231.0,101.0,130.0,202.0,35.0,167.0,161.0,107.0,54.0,527.0,350.0,177.0,77.0,71.0,6.0,127.0,87.0,40.0,162621.0,3460.0
200,825,San Diego,3070763.0,1913789.0,760732.0,472367.0,288365.0,11277.0,9360.0,1917.0,12594.0,11032.0,1562.0,17054.0,11084.0,5970.0,57502.0,39727.0,17775.0,15967.0,8127.0,7840.0,47112.0,23755.0,23357.0,95001.0,59288.0,35713.0,46397.0,28519.0,17878.0,25359.0,12753.0,12606.0,26490.0,15545.0,10945.0,2621535.0,449228.0
201,828,Monterey-Salinas,713613.0,392255.0,277419.0,136409.0,141010.0,2372.0,2151.0,221.0,3430.0,2900.0,530.0,2241.0,1757.0,484.0,9271.0,7028.0,2243.0,2470.0,1074.0,1396.0,5409.0,3299.0,2110.0,7598.0,4858.0,2740.0,5516.0,3602.0,1914.0,2171.0,1438.0,733.0,1560.0,816.0,744.0,558379.0,155234.0
202,839,Las Vegas,2022905.0,1336442.0,470238.0,280719.0,189519.0,6854.0,5556.0,1298.0,7257.0,6289.0,968.0,13344.0,8776.0,4568.0,25636.0,17838.0,7798.0,10556.0,5029.0,5527.0,25720.0,11084.0,14636.0,71054.0,49597.0,21457.0,25094.0,15178.0,9916.0,5092.0,3589.0,1503.0,17674.0,11520.0,6154.0,1755364.0,267541.0
203,855,Santabarbra-Sanmar-Sanluob,11211199.0,5247751.0,4150936.0,2411505.0,1739431.0,46348.0,39785.0,6563.0,34048.0,30354.0,3694.0,71284.0,40997.0,30287.0,415871.0,248590.0,167281.0,180631.0,71954.0,108677.0,389898.0,155141.0,234757.0,260222.0,176607.0,83615.0,203647.0,107841.0,95806.0,50158.0,30963.0,19195.0,68834.0,51080.0,17754.0,8649036.0,2562163.0
204,862,Sacramnto-Stkton-Modesto,3542450.0,2402428.0,653808.0,398815.0,254993.0,7280.0,6225.0,1055.0,11401.0,10136.0,1265.0,48995.0,25735.0,23260.0,137393.0,83888.0,53505.0,9513.0,4118.0,5395.0,56431.0,22444.0,33987.0,56846.0,35725.0,21121.0,94613.0,54911.0,39702.0,14045.0,8834.0,5211.0,17296.0,11080.0,6216.0,3077597.0,464853.0
205,866,Fresno-Visalia,1856183.0,993566.0,720430.0,391206.0,329224.0,2095.0,1724.0,371.0,3370.0,2997.0,373.0,2736.0,1928.0,808.0,43345.0,24087.0,19258.0,2001.0,997.0,1004.0,6974.0,3006.0,3968.0,13578.0,8728.0,4850.0,53622.0,28833.0,24789.0,6216.0,3554.0,2662.0,3497.0,2121.0,1376.0,1464897.0,391286.0
206,868,Chico-Redding,487646.0,418592.0,48782.0,30859.0,17923.0,881.0,777.0,104.0,1500.0,1239.0,261.0,883.0,620.0,263.0,3647.0,2572.0,1075.0,499.0,182.0,317.0,1800.0,640.0,1160.0,1532.0,1091.0,441.0,7122.0,3586.0,3536.0,966.0,724.0,242.0,801.0,654.0,147.0,461773.0,25873.0
207,881,Spokane,1084378.0,981410.0,62846.0,36552.0,26294.0,2176.0,1812.0,364.0,4349.0,3840.0,509.0,10994.0,6269.0,4725.0,4431.0,2902.0,1529.0,1368.0,722.0,646.0,3783.0,1853.0,1930.0,1454.0,928.0,526.0,4762.0,3009.0,1753.0,1514.0,779.0,735.0,3381.0,2420.0,961.0,1043181.0,41197.0
