,DMA Code,DMA Name,total,0_10000,10000_14999,15000_19999,20000_24999,25000_29999,30000_34999,35000_39999,40000_49999,50000_59999,60000_69999,70000_79999,80000_89999,90000_99999,100000_124999,125000_149999,150000_174999,175000_199999,200000_249999,250000_299999,300000_399999,400000_499999,500000_749999,750000_999999,1000000_1499999,1500000_1999999,2000000_more
66,567,Greenvll-Spart-Ashevll-And,3282902.0,62561.0,31792.0,23697.0,23482.0,21497.0,27608.0,17686.0,49917.0,70607.0,82030.0,98886.0,120165.0,102974.0,279823.0,264026.0,323190.0,225520.0,378252.0,293615.0,360011.0,175763.0,155821.0,52054.0,24493.0,8342.0,9090.0
67,569,Harrisonburg,49851.0,887.0,386.0,319.0,419.0,277.0,123.0,58.0,334.0,577.0,238.0,532.0,708.0,807.0,2828.0,3252.0,5805.0,5391.0,7000.0,6658.0,7272.0,3073.0,1678.0,749.0,299.0,80.0,101.0
68,570,Myrtle Beach-Florence,211451.0,6137.0,4050.0,3052.0,4127.0,2964.0,4104.0,2508.0,6512.0,8535.0,9182.0,8430.0,9615.0,6930.0,17983.0,16614.0,20491.0,14952.0,22686.0,14190.0,15723.0,5981.0,4283.0,1097.0,761.0,170.0,374.0
69,571,Ft. Myers-Naples,1482941.0,13631.0,6049.0,7063.0,7089.0,7260.0,7354.0,5885.0,12594.0,14284.0,16208.0,18625.0,22410.0,20753.0,63849.0,64602.0,108228.0,90447.0,196044.0,190102.0,258574.0,129311.0,118073.0,44725.0,26874.0,12160.0,20747.0
70,573,Roanoke-Lynchburg,255774.0,6036.0,2751.0,1612.0,1874.0,1987.0,2906.0,1449.0,3967.0,6263.0,7153.0,9699.0,10223.0,8761.0,23800.0,22733.0,27027.0,19837.0,30736.0,21201.0,22839.0,9905.0,8245.0,2757.0,1282.0,296.0,435.0
71,574,Johnstown-Altoona-St Colge,219261.0,4299.0,2776.0,2471.0,2807.0,2644.0,3717.0,2652.0,7353.0,9278.0,10562.0,11535.0,12959.0,11099.0,22960.0,17167.0,22211.0,12177.0,20174.0,13489.0,13714.0,5630.0,4830.0,1279.0,933.0,210.0,335.0
72,575,Chattanooga,1097548.0,13116.0,7725.0,6495.0,5884.0,6669.0,6689.0,5499.0,14635.0,17235.0,23559.0,28943.0,35395.0,32556.0,86905.0,91909.0,110060.0,81934.0,130807.0,104757.0,124682.0,62672.0,60479.0,21500.0,10233.0,2803.0,4407.0
73,576,Salisbury,130634.0,2177.0,708.0,849.0,483.0,656.0,631.0,662.0,1241.0,1243.0,1530.0,1880.0,2060.0,2021.0,6662.0,7148.0,13198.0,8446.0,17346.0,15636.0,21320.0,10332.0,8374.0,3448.0,1240.0,646.0,697.0
74,577,Wilkes Barre-Scranton-Hztn,1716671.0,20844.0,11683.0,10602.0,12066.0,12750.0,14175.0,11034.0,29523.0,36794.0,42161.0,49291.0,58480.0,51241.0,135747.0,128247.0,171845.0,122752.0,208216.0,167174.0,202429.0,92324.0,85855.0,22486.0,10640.0,3920.0,4392.0
75,581,Terre Haute,105276.0,2122.0,1228.0,1068.0,1546.0,1712.0,2425.0,1653.0,5111.0,6289.0,7565.0,8109.0,8291.0,5452.0,11605.0,7946.0,9107.0,5560.0,7122.0,4855.0,3718.0,1271.0,936.0,279.0,244.0,17.0,45.0
76,582,"Lafayette, In",42110.0,302.0,437.0,120.0,203.0,164.0,225.0,115.0,397.0,782.0,1099.0,1784.0,1942.0,1960.0,4925.0,5131.0,4801.0,3385.0,4775.0,3536.0,3219.0,1596.0,962.0,132.0,86.0,25.0,7.0
77,583,Alpena,14525.0,106.0,136.0,166.0,99.0,168.0,320.0,150.0,521.0,868.0,1132.0,942.0,1253.0,829.0,1798.0,1391.0,1268.0,600.0,814.0,881.0,726.0,153.0,121.0,37.0,35.0,0.0,11.0
78,584,Charlottesville,56795.0,838.0,107.0,292.0,125.0,286.0,75.0,109.0,204.0,214.0,80.0,462.0,161.0,235.0,1398.0,2227.0,3537.0,3422.0,8223.0,7537.0,10207.0,5970.0,6571.0,2457.0,1104.0,292.0,662.0
79,588,South Bend-Elkhart,815712.0,11676.0,6768.0,6079.0,5444.0,5659.0,7496.0,5054.0,15838.0,22186.0,31746.0,37640.0,46286.0,39815.0,95638.0,92585.0,93065.0,58062.0,79668.0,51228.0,52421.0,21338.0,18803.0,5638.0,3329.0,797.0,1453.0
80,592,Gainesville,79858.0,859.0,737.0,646.0,884.0,622.0,730.0,875.0,2074.0,2803.0,2193.0,2485.0,3183.0,2659.0,6868.0,5200.0,7548.0,5227.0,10179.0,7917.0,8391.0,3332.0,2880.0,757.0,449.0,73.0,287.0
81,596,Zanesville,23575.0,516.0,279.0,311.0,165.0,246.0,405.0,203.0,650.0,1192.0,914.0,1106.0,1405.0,1209.0,3027.0,2753.0,3080.0,1299.0,2130.0,1021.0,745.0,231.0,380.0,30.0,107.0,61.0,110.0
82,597,Parkersburg,46046.0,1198.0,404.0,569.0,441.0,443.0,609.0,552.0,961.0,1626.0,1876.0,2121.0,3356.0,2425.0,5242.0,4461.0,5413.0,3632.0,4247.0,2728.0,2139.0,768.0,458.0,109.0,155.0,0.0,113.0
83,598,Clarksburg-Weston,79764.0,1929.0,1561.0,922.0,1714.0,997.0,1846.0,1108.0,3250.0,3537.0,4025.0,4503.0,5203.0,3861.0,9018.0,6045.0,7960.0,4207.0,5889.0,4752.0,4390.0,1501.0,981.0,226.0,99.0,33.0,207.0
84,600,Corpus Christi,131044.0,2192.0,1588.0,1580.0,2552.0,1571.0,3031.0,1790.0,5161.0,4899.0,5994.0,6639.0,7556.0,5434.0,12302.0,11201.0,12860.0,8793.0,12981.0,7597.0,7965.0,2751.0,2768.0,1053.0,599.0,110.0,77.0
85,602,Chicago,3173264.0,31311.0,14288.0,13606.0,14000.0,11216.0,13956.0,12284.0,28899.0,40029.0,50593.0,61348.0,76673.0,71724.0,215009.0,211897.0,296200.0,231641.0,427342.0,361503.0,456364.0,212203.0,197110.0,63806.0,33696.0,11352.0,15214.0
86,603,Joplin-Pittsburg,169461.0,3298.0,2954.0,2701.0,2966.0,2949.0,3836.0,2751.0,6936.0,8288.0,10360.0,10228.0,12149.0,7847.0,18120.0,15184.0,14631.0,9633.0,12871.0,7590.0,7409.0,2546.0,2314.0,855.0,616.0,142.0,287.0
87,604,Columbia-Jefferson City,124092.0,2135.0,1036.0,1086.0,1539.0,1110.0,1268.0,963.0,2290.0,2887.0,3794.0,4079.0,4868.0,4405.0,12398.0,10962.0,13391.0,9101.0,15843.0,10472.0,11062.0,4112.0,3519.0,852.0,480.0,222.0,218.0
88,605,Topeka,118564.0,2376.0,1275.0,1224.0,1028.0,1462.0,1621.0,1185.0,3425.0,4327.0,5175.0,6124.0,6240.0,4473.0,12927.0,11000.0,12371.0,8030.0,12860.0,8279.0,7235.0,2919.0,1844.0,494.0,364.0,78.0,228.0
89,606,Dothan,67393.0,2120.0,839.0,590.0,831.0,627.0,998.0,623.0,2581.0,2823.0,3143.0,3033.0,3896.0,3102.0,6740.0,5901.0,7481.0,3742.0,6878.0,4874.0,3939.0,1192.0,924.0,285.0,119.0,36.0,76.0
90,609,St. Louis,1465122.0,20991.0,13136.0,11574.0,12853.0,12526.0,15741.0,10974.0,30059.0,41008.0,48287.0,54492.0,64403.0,55574.0,140047.0,130998.0,151380.0,107703.0,163377.0,122823.0,131951.0,52929.0,45852.0,14078.0,7067.0,2148.0,3151.0
91,610,Rockford,129723.0,1503.0,1079.0,693.0,956.0,1008.0,1590.0,1445.0,3585.0,4574.0,6555.0,7198.0,8233.0,7435.0,18035.0,14912.0,15536.0,8462.0,10913.0,6556.0,5169.0,1790.0,1508.0,518.0,174.0,139.0,157.0
92,611,Rochestr-Mason City-Austin,115934.0,1172.0,718.0,782.0,494.0,905.0,652.0,524.0,2052.0,2912.0,3473.0,5059.0,5378.0,4797.0,9827.0,9521.0,11631.0,8631.0,14087.0,9326.0,11874.0,5664.0,4245.0,1242.0,507.0,165.0,296.0
93,612,Shreveport,386828.0,10835.0,8071.0,5878.0,7786.0,6616.0,7413.0,6939.0,14257.0,18059.0,18842.0,21055.0,22678.0,14529.0,36984.0,30017.0,36924.0,23308.0,32625.0,23269.0,20182.0,7680.0,7899.0,2016.0,1087.0,353.0,1526.0
94,613,Minneapolis-St. Paul,2561465.0,22543.0,11776.0,11707.0,11528.0,9663.0,9099.0,6941.0,15323.0,20702.0,24639.0,31796.0,39619.0,39227.0,133232.0,148945.0,226870.0,204857.0,416338.0,337855.0,411894.0,192895.0,157120.0,43641.0,19380.0,5520.0,8355.0
95,616,Kansas City,651854.0,7192.0,4733.0,3904.0,5007.0,4064.0,4839.0,3875.0,10417.0,12630.0,14897.0,16073.0,20177.0,18866.0,52912.0,55004.0,66851.0,49986.0,84242.0,64571.0,75977.0,34037.0,27741.0,7528.0,3648.0,919.0,1764.0
96,617,Milwaukee,585503.0,3525.0,2525.0,2614.0,1928.0,2144.0,2014.0,1971.0,4501.0,6115.0,8501.0,10060.0,12263.0,13055.0,43612.0,52305.0,61739.0,48192.0,85597.0,69736.0,79568.0,33598.0,25675.0,8377.0,3352.0,890.0,1646.0
97,618,Houston,1557202.0,17353.0,10262.0,9508.0,8374.0,8149.0,9327.0,6389.0,19148.0,24202.0,29166.0,34697.0,44542.0,38025.0,116567.0,112904.0,149923.0,125306.0,204465.0,160736.0,192628.0,88309.0,80904.0,29840.0,18487.0,7628.0,10363.0
98,619,"Springfield, Mo",438345.0,8953.0,4185.0,3961.0,5184.0,3550.0,4806.0,3333.0,9350.0,13050.0,15251.0,17956.0,20835.0,16867.0,48397.0,43701.0,48444.0,31350.0,46939.0,33742.0,31617.0,11164.0,10075.0,2885.0,1429.0,392.0,929.0
99,622,New Orleans,456269.0,8045.0,4561.0,4186.0,3686.0,1780.0,3532.0,1706.0,4774.0,6746.0,7523.0,10970.0,12927.0,12232.0,36272.0,36440.0,54648.0,39685.0,59599.0,47993.0,48081.0,20685.0,18500.0,6418.0,2873.0,927.0,1480.0
100,623,Dallas-Ft. Worth,1744644.0,16648.0,9444.0,9552.0,8721.0,8540.0,10147.0,8292.0,20618.0,26448.0,31408.0,37223.0,46840.0,39737.0,112407.0,105364.0,147137.0,117994.0,223347.0,196600.0,253613.0,134163.0,111078.0,33227.0,18146.0,8314.0,9636.0
101,624,Sioux City,1020940.0,13366.0,8529.0,7846.0,8997.0,7901.0,10455.0,8139.0,22459.0,29567.0,36481.0,43415.0,49784.0,44574.0,111482.0,96642.0,106326.0,68788.0,114296.0,80171.0,84691.0,31733.0,23004.0,6460.0,3645.0,556.0,1633.0
102,625,Waco-Temple-Bryan,3088477.0,33700.0,21162.0,20622.0,19959.0,19716.0,23904.0,18799.0,48363.0,60194.0,75031.0,81280.0,106299.0,88092.0,238104.0,219340.0,292581.0,232938.0,389490.0,290528.0,351988.0,172908.0,161134.0,58021.0,33413.0,13311.0,17600.0
103,626,Victoria,21872.0,363.0,254.0,300.0,269.0,256.0,225.0,297.0,635.0,694.0,827.0,580.0,1069.0,650.0,2524.0,1716.0,2361.0,2080.0,2526.0,1591.0,1247.0,722.0,559.0,60.0,7.0,13.0,47.0
104,627,Wichita Falls & Lawton,100683.0,1987.0,1751.0,1586.0,1788.0,1713.0,2604.0,1940.0,4497.0,5183.0,5997.0,6210.0,6409.0,5331.0,11638.0,7561.0,8923.0,4510.0,7516.0,5259.0,4538.0,1645.0,1268.0,273.0,180.0,51.0,325.0
105,628,Monroe-El Dorado,114408.0,4631.0,2993.0,3210.0,2786.0,1909.0,2611.0,1825.0,4928.0,4891.0,6072.0,6977.0,5781.0,4076.0,11445.0,7957.0,10107.0,5528.0,8628.0,6732.0,6169.0,2470.0,1772.0,460.0,236.0,105.0,109.0
106,630,Birmingham (Ann And Tusc),1086381.0,25698.0,14896.0,12668.0,12537.0,12883.0,17467.0,10405.0,29075.0,38957.0,38385.0,46308.0,49846.0,38532.0,101101.0,88676.0,107571.0,73099.0,111710.0,81221.0,86545.0,37245.0,31269.0,10899.0,5709.0,1307.0,2372.0
107,631,Ottumwa-Kirksville,33567.0,687.0,652.0,572.0,798.0,478.0,783.0,442.0,1444.0,1826.0,2243.0,2457.0,2193.0,1410.0,4032.0,2479.0,2869.0,1335.0,2489.0,1554.0,1438.0,676.0,445.0,133.0,84.0,11.0,37.0
108,632,Paducah-Cape Girard-Harsbg,562325.0,12550.0,8504.0,7256.0,8309.0,8620.0,9892.0,7483.0,20564.0,23496.0,29747.0,30922.0,32455.0,24848.0,62584.0,51937.0,56284.0,34977.0,46836.0,31103.0,28566.0,10265.0,9091.0,2913.0,1757.0,492.0,874.0
109,633,Odessa-Midland,110860.0,2377.0,1471.0,1416.0,2366.0,1580.0,1975.0,1410.0,3492.0,3464.0,3215.0,4036.0,4365.0,3445.0,10141.0,6812.0,10942.0,6938.0,11614.0,9917.0,10155.0,3981.0,3954.0,857.0,566.0,196.0,175.0
110,634,Amarillo,127367.0,2228.0,2071.0,1502.0,2024.0,1979.0,2650.0,1742.0,5184.0,6316.0,6502.0,7058.0,7509.0,5816.0,13150.0,11280.0,11273.0,8628.0,11212.0,6764.0,6947.0,2313.0,1776.0,681.0,438.0,74.0,250.0
111,635,Austin,512267.0,3716.0,1901.0,2184.0,1614.0,1761.0,1609.0,1092.0,3031.0,3464.0,3193.0,3857.0,4776.0,5025.0,16248.0,13781.0,26642.0,26902.0,73234.0,65567.0,99695.0,58254.0,58112.0,18246.0,10441.0,3247.0,4675.0
112,636,Harlingen-Wslco-Brnsvl-Mca,265963.0,4470.0,3103.0,4010.0,5602.0,6720.0,8787.0,8488.0,19112.0,18577.0,19482.0,16590.0,20208.0,14460.0,28472.0,21463.0,20480.0,10574.0,13956.0,8866.0,6728.0,2378.0,1755.0,861.0,524.0,88.0,209.0
113,637,Cedar Rapids-Wtrlo-Iwc&Dub,263695.0,4062.0,2181.0,1704.0,1647.0,1578.0,1814.0,1413.0,3823.0,5317.0,6599.0,8077.0,10445.0,9478.0,28945.0,29298.0,28647.0,20223.0,32377.0,23038.0,23191.0,9483.0,6895.0,1862.0,1078.0,82.0,438.0
114,638,St. Joseph,40522.0,770.0,702.0,564.0,592.0,590.0,776.0,507.0,1387.0,1833.0,2327.0,2424.0,2768.0,2016.0,4974.0,3227.0,4318.0,2006.0,3146.0,1902.0,1990.0,713.0,578.0,198.0,192.0,1.0,21.0
115,639,"Jackson, Tn",65104.0,943.0,945.0,672.0,686.0,1134.0,969.0,906.0,2226.0,3098.0,3381.0,3812.0,4137.0,3702.0,7782.0,5799.0,6424.0,4295.0,4968.0,3687.0,3291.0,1000.0,788.0,356.0,77.0,20.0,6.0
116,640,Memphis,1810308.0,35414.0,24674.0,19950.0,25342.0,21714.0,30262.0,20754.0,59400.0,72168.0,84182.0,92683.0,96859.0,72227.0,184661.0,158482.0,176597.0,114268.0,168838.0,124378.0,118256.0,43797.0,40197.0,12835.0,6797.0,2061.0,3512.0
117,641,San Antonio,1967266.0,25688.0,14288.0,16314.0,18846.0,18517.0,22299.0,17953.0,43267.0,51677.0,56955.0,58772.0,71508.0,57743.0,140560.0,113151.0,156823.0,126496.0,236946.0,197734.0,252074.0,121594.0,97571.0,26891.0,13178.0,4801.0,5620.0
118,642,"Lafayette, La",156303.0,3802.0,2970.0,2106.0,2511.0,1776.0,2631.0,1358.0,3603.0,4975.0,4799.0,6066.0,5758.0,5509.0,14609.0,11543.0,16603.0,13635.0,16835.0,12759.0,11027.0,4822.0,4620.0,801.0,501.0,175.0,509.0
119,643,Lake Charles,73412.0,1530.0,1365.0,1067.0,1414.0,1281.0,759.0,602.0,2255.0,2595.0,2794.0,2612.0,3210.0,1672.0,7163.0,5139.0,8272.0,5640.0,7458.0,6569.0,5770.0,1903.0,1366.0,387.0,186.0,304.0,99.0
120,644,"Alexandria, La",56718.0,1429.0,1065.0,656.0,696.0,782.0,1104.0,427.0,1988.0,2151.0,2617.0,3245.0,2933.0,1630.0,6214.0,4552.0,5695.0,3238.0,6171.0,3913.0,3305.0,1335.0,1107.0,189.0,185.0,19.0,72.0
121,647,Greenwood-Greenville,38264.0,1033.0,829.0,726.0,728.0,884.0,1096.0,679.0,2594.0,2580.0,2772.0,2982.0,3065.0,2119.0,3191.0,2545.0,2658.0,1932.0,1994.0,1375.0,1050.0,388.0,861.0,108.0,11.0,21.0,43.0
122,648,Champaign&Sprngfld-Decatur,264924.0,4409.0,2688.0,2643.0,3040.0,2975.0,3638.0,3563.0,8156.0,11701.0,14682.0,16064.0,17999.0,13980.0,31450.0,25063.0,24892.0,15886.0,23187.0,15217.0,13829.0,4675.0,3672.0,666.0,600.0,103.0,146.0
123,649,Evansville,507268.0,11379.0,7587.0,6545.0,7330.0,6612.0,8212.0,5632.0,16900.0,18247.0,22216.0,24553.0,27825.0,22756.0,54153.0,48978.0,50393.0,32374.0,47806.0,31764.0,30652.0,10958.0,9006.0,2820.0,1575.0,401.0,594.0
124,650,Oklahoma City,813347.0,10909.0,7589.0,6736.0,8155.0,7394.0,9787.0,7427.0,19818.0,23565.0,27962.0,31102.0,35707.0,33091.0,83014.0,80079.0,91630.0,62422.0,87703.0,56447.0,58566.0,27068.0,21385.0,7718.0,4306.0,1799.0,1968.0
125,651,Lubbock,102614.0,2067.0,1683.0,1348.0,1832.0,1869.0,2087.0,1697.0,4094.0,4522.0,4981.0,4652.0,4972.0,4858.0,10026.0,9979.0,9600.0,6544.0,8893.0,5641.0,5610.0,2528.0,1983.0,719.0,198.0,143.0,88.0
126,652,Omaha,301046.0,2834.0,2121.0,1872.0,1739.0,1502.0,1892.0,1569.0,4286.0,6164.0,7357.0,9026.0,10763.0,9899.0,30155.0,32453.0,34647.0,24014.0,38725.0,25207.0,30217.0,11899.0,8329.0,2271.0,1261.0,343.0,501.0
127,656,Panama City,109874.0,2062.0,1207.0,770.0,1241.0,1558.0,1642.0,1111.0,2888.0,3194.0,3755.0,4051.0,4971.0,3140.0,8712.0,6593.0,10117.0,6379.0,12485.0,9631.0,11378.0,4969.0,4334.0,1802.0,1083.0,268.0,533.0
128,657,Sherman-Ada,90030.0,1751.0,1069.0,1213.0,1638.0,1442.0,1680.0,1073.0,3220.0,4239.0,4555.0,4409.0,5522.0,3813.0,10091.0,5850.0,8682.0,4591.0,7659.0,5678.0,6193.0,2414.0,2055.0,604.0,296.0,125.0,168.0
129,658,Green Bay-Appleton,1309531.0,10844.0,7002.0,6499.0,4819.0,4522.0,4831.0,4124.0,11939.0,18713.0,25278.0,34004.0,43217.0,42405.0,122760.0,126996.0,142668.0,103894.0,178437.0,138023.0,146483.0,62754.0,45150.0,13083.0,6591.0,1871.0,2624.0
130,659,Nashville,1193593.0,11568.0,8726.0,6496.0,7307.0,7828.0,8766.0,6904.0,19885.0,25218.0,31682.0,33181.0,40250.0,33412.0,89553.0,84111.0,109844.0,82133.0,150395.0,121306.0,146221.0,65389.0,63632.0,21577.0,10457.0,2828.0,4924.0
131,661,San Angelo,533794.0,9493.0,6936.0,6543.0,8295.0,9207.0,12004.0,10975.0,26411.0,26316.0,28255.0,26842.0,32540.0,23434.0,50740.0,44345.0,48442.0,30783.0,45319.0,30755.0,29055.0,11368.0,9083.0,3613.0,1627.0,482.0,931.0
132,662,Abilene-Sweetwater,78178.0,1634.0,1359.0,1280.0,2050.0,1851.0,2672.0,1726.0,3989.0,4490.0,5337.0,3987.0,4487.0,3644.0,6833.0,5785.0,6303.0,3989.0,5920.0,3679.0,3317.0,1751.0,1142.0,499.0,168.0,112.0,174.0
133,669,Madison,272116.0,2396.0,1289.0,1134.0,1001.0,898.0,873.0,671.0,1701.0,2733.0,3317.0,4828.0,5688.0,6535.0,18484.0,20354.0,25592.0,20727.0,41272.0,33333.0,41160.0,19009.0,13063.0,3006.0,1896.0,548.0,608.0
134,670,Ft. Smith-Fay-Sprngdl-Rgrs,212792.0,3127.0,1989.0,1241.0,1976.0,1279.0,2656.0,1174.0,5125.0,5828.0,7603.0,9011.0,10103.0,8107.0,21612.0,21059.0,24254.0,14507.0,21666.0,15167.0,18241.0,7035.0,5633.0,2552.0,961.0,282.0,604.0
135,671,Tulsa,547891.0,9617.0,7778.0,5760.0,7733.0,7248.0,8812.0,6475.0,16467.0,20210.0,22642.0,24232.0,28981.0,24632.0,57971.0,51388.0,58978.0,34970.0,50161.0,34352.0,35679.0,13487.0,12571.0,3851.0,2138.0,642.0,1116.0
