,DMA Code,DMA Name,universe,white_alone,black_alone,american_indian_and_alaska_native,asian_alone,native_hawaiian_and_pacific_islander,other_alone,two_or_more_races,latino_alone,asians_all,other_all
102,625,Waco-Temple-Bryan,14725592.0,5993204.0,2026208.0,30530.0,826206.0,13758.0,33428.0,330554.0,5471704.0,839964.0,394512.0
103,626,Victoria,92044.0,40580.0,5224.0,105.0,1084.0,44.0,148.0,1331.0,43528.0,1128.0,1584.0
104,627,Wichita Falls & Lawton,420692.0,278743.0,36596.0,9713.0,6656.0,689.0,954.0,19593.0,67748.0,7345.0,30260.0
105,628,Monroe-El Dorado,466173.0,277526.0,165879.0,954.0,3253.0,159.0,1070.0,5256.0,12076.0,3412.0,7280.0
106,630,Birmingham (Ann And Tusc),3986203.0,2681944.0,982847.0,13694.0,49514.0,1568.0,6879.0,77565.0,172192.0,51082.0,98138.0
107,631,Ottumwa-Kirksville,125417.0,109295.0,3085.0,205.0,3325.0,328.0,160.0,2170.0,6849.0,3653.0,2535.0
108,632,Paducah-Cape Girard-Harsbg,2078512.0,1807188.0,121719.0,5132.0,22866.0,2074.0,2459.0,47348.0,69726.0,24940.0,54939.0
109,633,Odessa-Midland,493889.0,187122.0,21948.0,3454.0,6805.0,176.0,528.0,6519.0,267337.0,6981.0,10501.0
110,634,Amarillo,544505.0,293620.0,24545.0,2977.0,11890.0,651.0,350.0,11529.0,198943.0,12541.0,14856.0
111,635,Austin,2327874.0,1232282.0,154699.0,3954.0,129254.0,997.0,5890.0,63900.0,736898.0,130251.0,73744.0
112,636,Harlingen-Wslco-Brnsvl-Mca,1368723.0,90808.0,5605.0,1052.0,10928.0,314.0,1670.0,2034.0,1256312.0,11242.0,4756.0
113,637,Cedar Rapids-Wtrlo-Iwc&Dub,908416.0,786443.0,41613.0,2746.0,20683.0,1339.0,1163.0,20561.0,33868.0,22022.0,24470.0
114,638,St. Joseph,160578.0,135335.0,8912.0,459.0,1500.0,315.0,115.0,5087.0,8855.0,1815.0,5661.0
115,639,"Jackson, Tn",245753.0,177779.0,52116.0,402.0,1485.0,77.0,557.0,5494.0,7843.0,1562.0,6453.0
116,640,Memphis,7187362.0,4706341.0,1747205.0,29306.0,96716.0,11828.0,15777.0,167404.0,412785.0,108544.0,212487.0
117,641,San Antonio,8729083.0,3817160.0,625761.0,19549.0,341448.0,4990.0,15448.0,168448.0,3736279.0,346438.0,203445.0
118,642,"Lafayette, La",606497.0,396333.0,162252.0,1382.0,8249.0,284.0,1742.0,13390.0,22865.0,8533.0,16514.0
119,643,Lake Charles,272780.0,190119.0,60179.0,1149.0,3405.0,4.0,385.0,6339.0,11200.0,3409.0,7873.0
120,644,"Alexandria, La",242495.0,157019.0,62577.0,1758.0,2855.0,258.0,290.0,6808.0,10930.0,3113.0,8856.0
121,647,Greenwood-Greenville,175788.0,56044.0,113836.0,208.0,822.0,26.0,254.0,996.0,3602.0,848.0,1458.0
122,648,Champaign&Sprngfld-Decatur,949255.0,767974.0,88802.0,1250.0,30543.0,469.0,1150.0,22915.0,36152.0,31012.0,25315.0
123,649,Evansville,1801958.0,1618103.0,76028.0,2872.0,16443.0,1248.0,2899.0,35899.0,48466.0,17691.0,41670.0
124,650,Oklahoma City,3352076.0,2160708.0,297504.0,150443.0,92415.0,4254.0,7274.0,208396.0,431082.0,96669.0,366113.0
125,651,Lubbock,471210.0,230324.0,26032.0,1328.0,7559.0,277.0,418.0,7841.0,197431.0,7836.0,9587.0
126,652,Omaha,1150846.0,885458.0,72184.0,3848.0,29854.0,644.0,1610.0,30160.0,127088.0,30498.0,35618.0
127,656,Panama City,392802.0,301515.0,46759.0,2062.0,5258.0,425.0,1414.0,12480.0,22889.0,5683.0,15956.0
128,657,Sherman-Ada,350635.0,246324.0,14468.0,24533.0,3638.0,171.0,655.0,26428.0,34418.0,3809.0,51616.0
129,658,Green Bay-Appleton,4792855.0,3784270.0,341094.0,39059.0,141928.0,1534.0,12245.0,113859.0,358866.0,143462.0,165163.0
130,659,Nashville,4821036.0,3306075.0,954385.0,9308.0,104179.0,2598.0,12652.0,116960.0,314879.0,106777.0,138920.0
131,661,San Angelo,2395071.0,965855.0,102335.0,5712.0,27640.0,1635.0,3839.0,28229.0,1259826.0,29275.0,37780.0
132,662,Abilene-Sweetwater,313362.0,202494.0,18103.0,974.0,3869.0,48.0,979.0,6374.0,80521.0,3917.0,8327.0
133,669,Madison,1014539.0,847469.0,36635.0,3331.0,35780.0,252.0,2979.0,27582.0,60511.0,36032.0,33892.0
134,670,Ft. Smith-Fay-Sprngdl-Rgrs,884723.0,637677.0,23637.0,21509.0,25601.0,8324.0,4052.0,42597.0,121326.0,33925.0,68158.0
135,671,Tulsa,2106765.0,1352012.0,126362.0,224184.0,37647.0,1897.0,3036.0,182921.0,178706.0,39544.0,410141.0
136,673,Columbus-Tupelo-West Point,491566.0,317505.0,148750.0,894.0,4063.0,304.0,731.0,6614.0,12705.0,4367.0,8239.0
137,675,Peoria-Bloomington,1766218.0,1305429.0,134495.0,2499.0,52320.0,410.0,2842.0,40218.0,228005.0,52730.0,45559.0
138,676,Duluth-Superior,1134792.0,998840.0,26006.0,17134.0,23767.0,618.0,2582.0,29363.0,36482.0,24385.0,49079.0
139,678,Wichita-Hutchinson Plus,4085039.0,3053777.0,213424.0,24377.0,114767.0,2441.0,7333.0,134308.0,534612.0,117208.0,166018.0
140,679,Des Moines-Ames,1180898.0,990736.0,42209.0,1697.0,40258.0,769.0,943.0,27004.0,77282.0,41027.0,29644.0
141,682,Davenport-R.Island-Moline,757358.0,621902.0,39388.0,1533.0,12209.0,303.0,1068.0,17545.0,63410.0,12512.0,20146.0
142,686,Mobile-Pensacola (Ft Walt),1483893.0,1008452.0,313500.0,9170.0,29684.0,1041.0,4412.0,45082.0,72552.0,30725.0,58664.0
143,687,Bismarck-Mnt-Dcknsn(Wlstn),1534279.0,1293789.0,31125.0,78373.0,19723.0,1701.0,2302.0,42741.0,64525.0,21424.0,123416.0
144,691,Huntsville-Decatur (Flor),3377399.0,2184394.0,882255.0,15449.0,51607.0,1443.0,7160.0,67595.0,167496.0,53050.0,90204.0
145,692,Beaumont-Port Arthur,465142.0,270984.0,106046.0,913.0,11308.0,168.0,447.0,6702.0,68574.0,11476.0,8062.0
146,693,Little Rock-Pine Bluff,1474389.0,1043602.0,291288.0,5554.0,16109.0,1104.0,2111.0,37718.0,76903.0,17213.0,45383.0
147,698,Montgomery-Selma,623512.0,305057.0,279034.0,1223.0,10275.0,71.0,535.0,10520.0,16797.0,10346.0,12278.0
148,702,La Crosse-Eau Claire,560868.0,510252.0,6826.0,2847.0,12294.0,444.0,651.0,10948.0,16606.0,12738.0,14446.0
149,705,Wausau-Rhinelander,446338.0,403238.0,2988.0,5023.0,11800.0,197.0,1651.0,8949.0,12492.0,11997.0,15623.0
150,709,Tyler-Longview(Lfkn&Ncgd),764162.0,478009.0,119580.0,2069.0,8038.0,481.0,1307.0,15507.0,139171.0,8519.0,18883.0
151,710,Hattiesburg-Laurel,298536.0,188551.0,94692.0,442.0,2155.0,68.0,344.0,3705.0,8579.0,2223.0,4491.0
152,711,Meridian,176813.0,92516.0,71803.0,6391.0,1084.0,33.0,384.0,1424.0,3178.0,1117.0,8199.0
153,716,Baton Rouge,423645.0,292474.0,98355.0,1370.0,3621.0,63.0,622.0,8424.0,18716.0,3684.0,10416.0
154,717,Quincy-Hannibal-Keokuk,6304366.0,3148175.0,1257571.0,6702.0,392559.0,1397.0,14152.0,130828.0,1352982.0,393956.0,151682.0
155,718,"Jackson, Ms",2198330.0,1115674.0,965529.0,4764.0,22298.0,543.0,3038.0,24551.0,61933.0,22841.0,32353.0
156,722,Lincoln & Hastings-Krny,741889.0,617247.0,16868.0,2594.0,16800.0,435.0,869.0,17074.0,70002.0,17235.0,20537.0
157,724,Fargo,995867.0,855828.0,24913.0,34679.0,14919.0,760.0,1947.0,25508.0,37313.0,15679.0,62134.0
158,725,Sioux Falls(Mitchell),1554281.0,1274272.0,34941.0,110398.0,23279.0,836.0,1146.0,40455.0,68954.0,24115.0,151999.0
159,734,Jonesboro,220650.0,184751.0,18213.0,506.0,1695.0,140.0,411.0,6624.0,8310.0,1835.0,7541.0
160,736,Bowling Green,228708.0,191815.0,14224.0,533.0,5907.0,546.0,221.0,5839.0,9623.0,6453.0,6593.0
161,737,Mankato,312217.0,272626.0,5864.0,9489.0,3979.0,75.0,263.0,6965.0,12956.0,4054.0,16717.0
162,740,North Platte,1960350.0,1539138.0,90190.0,13570.0,47778.0,1070.0,2637.0,47789.0,218178.0,48848.0,63996.0
163,743,Anchorage,564246.0,325556.0,17541.0,88590.0,36427.0,9132.0,2266.0,44664.0,40070.0,45559.0,135520.0
164,744,Honolulu,1419638.0,306303.0,25127.0,2023.0,522110.0,136775.0,2539.0,272197.0,152564.0,658885.0,276759.0
165,745,Fairbanks,105366.0,72728.0,4469.0,8149.0,3306.0,540.0,563.0,7102.0,8509.0,3846.0,15814.0
166,746,Biloxi-Gulfport,367323.0,240901.0,83963.0,1343.0,8609.0,301.0,1158.0,9807.0,21241.0,8910.0,12308.0
167,747,Juneau,33399.0,21362.0,321.0,3192.0,2191.0,373.0,10.0,3675.0,2275.0,2564.0,6877.0
168,749,Laredo,289090.0,10150.0,854.0,120.0,1511.0,21.0,78.0,390.0,275966.0,1532.0,588.0
169,751,Denver,4571290.0,3100212.0,176283.0,19106.0,157173.0,5490.0,9048.0,123727.0,980251.0,162663.0,151881.0
170,752,Colorado Springs-Pueblo,1011377.0,667934.0,48193.0,4844.0,20439.0,2264.0,2494.0,39942.0,225267.0,22703.0,47280.0
171,753,Phoenix (Prescott),5678907.0,3198632.0,263525.0,192707.0,198946.0,11282.0,15365.0,151815.0,1646635.0,210228.0,359887.0
172,754,Butte-Bozeman,192345.0,174716.0,829.0,2398.0,1764.0,47.0,265.0,4723.0,7603.0,1811.0,7386.0
173,755,Great Falls,168029.0,131061.0,1508.0,22556.0,1061.0,106.0,183.0,5736.0,5818.0,1167.0,28475.0
174,756,Billings,289034.0,243194.0,1246.0,18552.0,1758.0,151.0,541.0,8086.0,15506.0,1909.0,27179.0
175,757,Boise,838345.0,661730.0,7259.0,4852.0,15300.0,1589.0,1255.0,23430.0,122930.0,16889.0,29537.0
176,758,Idaho Fals-Pocatllo(Jcksn),397437.0,327808.0,1341.0,5807.0,3890.0,421.0,632.0,8705.0,48833.0,4311.0,15144.0
177,759,Cheyenne-Scottsbluff,153168.0,118279.0,1911.0,1285.0,1506.0,103.0,290.0,3901.0,25893.0,1609.0,5476.0
178,760,Twin Falls,198287.0,141431.0,957.0,1165.0,2119.0,219.0,267.0,3751.0,48378.0,2338.0,5183.0
179,762,Missoula,314329.0,276437.0,1254.0,11206.0,3468.0,181.0,532.0,10780.0,10471.0,3649.0,22518.0
180,764,Rapid City,269199.0,212512.0,2443.0,30558.0,2572.0,332.0,528.0,8560.0,11694.0,2904.0,39646.0
181,765,El Paso (Las Cruces),1684377.0,406005.0,34604.0,80829.0,18359.0,1818.0,2236.0,22692.0,1117834.0,20177.0,105757.0
182,766,Helena,320189.0,272081.0,836.0,22612.0,1501.0,147.0,486.0,10399.0,12127.0,1648.0,33497.0
183,767,Casper-Riverton,146103.0,119770.0,1004.0,8663.0,542.0,60.0,123.0,3648.0,12293.0,602.0,12434.0
184,770,Salt Lake City,3332635.0,2598759.0,36817.0,31454.0,73291.0,28909.0,7476.0,83478.0,472451.0,102200.0,122408.0
185,771,Yuma-El Centro,392511.0,83236.0,7927.0,2995.0,4766.0,209.0,320.0,4399.0,288659.0,4975.0,7714.0
186,773,Grand Junction-Montrose,195242.0,155878.0,1121.0,1504.0,1953.0,162.0,299.0,3144.0,31181.0,2115.0,4947.0
187,789,Tucson (Sierra Vista),1211512.0,607254.0,38294.0,25643.0,31449.0,1895.0,1885.0,31567.0,473525.0,33344.0,59095.0
188,790,Albuquerque-Santa Fe,2146636.0,855316.0,36884.0,235935.0,31272.0,1450.0,6741.0,43261.0,935777.0,32722.0,285937.0
189,798,Glendive,9986.0,9269.0,44.0,116.0,46.0,0.0,0.0,224.0,287.0,46.0,340.0
190,801,Eugene,644107.0,531120.0,5479.0,5630.0,18889.0,1141.0,1082.0,28535.0,52231.0,20030.0,35247.0
191,802,Eureka,163793.0,116789.0,2037.0,7411.0,4680.0,501.0,666.0,9929.0,21780.0,5181.0,18006.0
192,803,Los Angeles,24911947.0,8595150.0,1327906.0,61992.0,3944043.0,78660.0,82188.0,790269.0,10031739.0,4022703.0,934449.0
193,807,San Francisco-Oak-San Jose,7420358.0,2897003.0,383887.0,20849.0,2000375.0,39170.0,31050.0,324149.0,1723875.0,2039545.0,376048.0
194,810,Yakima-Pasco-Rchlnd-Knnwck,741671.0,422331.0,9410.0,11256.0,12014.0,2051.0,1834.0,20590.0,262185.0,14065.0,33680.0
195,811,Reno,731902.0,477957.0,16056.0,13574.0,30135.0,3427.0,1912.0,22841.0,166000.0,33562.0,38327.0
196,813,Medford-Klamath Falls,447785.0,360819.0,3314.0,7359.0,5113.0,985.0,1293.0,16247.0,52655.0,6098.0,24899.0
197,819,Seattle-Tacoma,5403387.0,3562139.0,250067.0,48181.0,603396.0,40066.0,18901.0,308192.0,572445.0,643462.0,375274.0
198,820,"Portland, Or",3438408.0,2515836.0,74671.0,25019.0,182696.0,17133.0,9338.0,150107.0,463608.0,199829.0,184464.0
199,821,"Bend, Or",191749.0,166323.0,1002.0,1125.0,1993.0,193.0,283.0,5310.0,15520.0,2186.0,6718.0
200,825,San Diego,3323970.0,1492165.0,153310.0,11828.0,388801.0,12508.0,7871.0,131221.0,1126266.0,401309.0,150920.0
201,828,Monterey-Salinas,767694.0,303608.0,13556.0,1161.0,38649.0,2172.0,1681.0,22464.0,384403.0,40821.0,25306.0
202,839,Las Vegas,2279557.0,968565.0,257062.0,10611.0,217121.0,16160.0,9481.0,95563.0,704994.0,233281.0,115655.0
203,855,Santabarbra-Sanmar-Sanluob,11939238.0,3454614.0,855124.0,32268.0,1639686.0,30336.0,43209.0,329440.0,5554561.0,1670022.0,404917.0
204,862,Sacramnto-Stkton-Modesto,3901858.0,1811533.0,228232.0,13967.0,486885.0,26240.0,11002.0,173821.0,1150178.0,513125.0,198790.0
205,866,Fresno-Visalia,2052154.0,599999.0,71121.0,11079.0,147951.0,2876.0,4473.0,43654.0,1171001.0,150827.0,59206.0
206,868,Chico-Redding,516241.0,374983.0,6396.0,7388.0,18450.0,783.0,813.0,20764.0,86664.0,19233.0,28965.0
207,881,Spokane,1204500.0,982320.0,13007.0,21616.0,20890.0,3838.0,2391.0,44146.0,116292.0,24728.0,68153.0
